rc_code,if_code,mz_code
4eb12619-5c8b-4206-9354-3118767bc5b7,0,30
7d6d95f3-2b6b-4856-ad76-738c090bc8f9,0,0
da365bd1-9cf0-4629-bf41-da78bdcd999a,0,0
4733ce80-e7f9-4092-b256-ad56a61cd4b3,0,0
deace9ed-c339-4005-b2ca-6ad17e9b07f8,0,0
aa56df02-0561-46c2-bb6d-6f4a2128d190,0,0
10d63b41-2099-46a1-b7bd-b29db5593474,220380,3895
ead23768-5106-4b8e-836c-3f950489aee2,19130,25
db99fb5a-4347-47e5-af72-01840da3e391,400160,3896
9c8ec7d9-6029-4930-a629-ee5ad642cc75,400260,2367
9d7c8273-c2be-42fe-9f75-515214cd432d,330870,1408
b0af8311-8e45-4a8c-a015-c7bdd370eadd,0,5019
28f72a2b-4ab4-4fa5-bdd8-d62f37caa21d,17371,620 Fixed 1 year rate
99651ca6-6417-422e-88d8-8f3d7a69911a,17372,620 Fixed 2 year rate
40e3874e-0dcb-453e-b209-eb6365c57a8e,17373,620 Fixed 3 year rate
f203af0a-dc91-4d00-a4d2-c11fd88279c7,17374,620 Fixed 4 year rate
ce77bcfb-76c1-4370-9dad-ba75ef9a895c,17375,620 Fixed 5 year rate
624b6f56-fb05-4421-8e53-2c5d0c7fa6c0,24041,2820 Fixed 1 year rate
de766d62-8fad-4768-9c19-613fb852621b,24042,2820 Fixed 2 year rate
37aadf6e-8dad-4bfe-8e48-08c4a2c2773a,0,0
9f3c734d-8e13-4d88-81ca-dd303188790c,0,0
55a4ef75-1c46-4288-96b9-6d37d5ea7fbf,0,0
22705c4f-14a2-489b-bd8d-b5b219ab22a9,0,0
1ba89d04-53fc-4e39-925c-bb1795600fa0,0,0
4fdf1b0b-9b8b-473c-bd08-f8915d6d2a0a,0,0
5228ef10-8cce-457b-89af-3acbf5c623f4,0,0
2967e28f-a81c-4603-aa4f-73d015c76576,0,0
77dc4183-a97e-441f-9391-e9379e4081d0,0,0
4370fa07-976a-46b9-923c-a81e362102ed,0,0
2e12c03a-f7b4-4f42-83a5-014e35fc14bd,0,0
80231bf2-66f9-47d9-8440-8cd2201be708,0,0
509a841a-0a3a-4eac-8596-593a410e66cc,0,0
aacb1389-a69a-4256-8433-470b348e2c38,0,0
da081b19-fd2f-4b59-90ff-4b26e95be5f1,0,0
b7a816fb-fbec-4b88-9753-a6e93505f858,0,0
ca86f7ce-e5e9-4578-89da-8eee75262a6d,0,0
1c583f90-2020-48e1-acce-3fca40655941,0,0
c831eeb3-ec47-4fdb-a4ec-e91104f02cb0,0,0
bfa05ab8-e59d-4ce8-8563-ae53d0929cb5,0,0
9de7b6e3-634a-4acc-b862-7b8948ca4173,0,0
273d0df4-3d6c-4b18-acbe-ffb325b3f18c,0,0
5ece4ca3-e06b-4e66-996d-3e888d85944e,0,0
b19953ad-4aa5-4c5a-99a5-6505e17e5bdd,0,0
8e842738-4039-4dc8-926b-a3730fe570fa,0,0
77530630-044b-4c77-891d-d0c824bad01b,0,0
abdde365-4892-42bf-8c80-fdce2860c077,0,0
a71ba6f9-1941-4dab-a2eb-c4f751fc8975,0,0
de5c231b-0d75-40c5-bda0-e60def4f1bc9,0,0
b94eb8e2-c046-4b79-af4c-20734085ff11,0,0
6149f43d-8ca0-409e-800d-7ffc097453d5,0,0
2bcb81c7-05a3-4438-8795-eb7ab4ab055b,0,0
26d4651b-0c83-4c2b-8e20-910cbc84fcfd,0,0
72677b1d-ef1e-4aa8-8322-651693bfe2f5,0,0
9da82d55-aba5-4c4d-9f7f-6949eea41a23,0,0
18a188d6-5304-42c0-bfd5-3dd310971548,24043,2820 Fixed 3 year rate
660a09dc-3563-4739-b0d5-162d651682d1,24044,2820 Fixed 4 year rate
3e7baef8-c5f5-470d-bb2f-242cf19fef3a,24045,2820 Fixed 5 year rate
b99573f9-220d-4089-a45b-d30acae0af23,461060,616
dba9b0eb-eebd-4ac9-a31e-dd4c3f9d42c2,0,618
891ac907-60ef-492c-993b-662b8ad1eccb,0,2819
a7784a4a-3fa4-49c2-8df8-54ab04d2c5a0,240350,1494
12defa53-2096-4d01-bd13-d461672543c2,428360,2818
4d76eb9f-0f14-4867-8487-5fbaf7f280fd,0,3074 Fixed 1 year rate
f7ef860a-3ab5-409c-ace9-3a9604bdcb64,0,3074 Fixed 2 year rate
450df4fa-210a-4871-a87e-44740d908d48,0,3074 Fixed 3 year rate
51651602-1461-47b7-b602-b337ef649fad,0,3074 Fixed 4 year rate
d8c8b8e6-f645-4906-98a1-710bc372e157,0,3074 Fixed 5 year rate
c6030bd4-dc8b-4a7d-8ef1-97a3a2f6c6f1,0,842
b8d21d84-8d34-465e-acb5-5750b501094a,0,1384
fdc33e61-8a14-4874-8959-252e07976945,0,619
1c5cdb99-5222-4562-8b8c-98909a29d9ae,0,843
c53b9508-7413-49db-9d24-25ded9d140b6,0,1385
d546744e-5134-4574-b50a-66a4792b2549,0,617
3e07b4fe-5d64-4143-a7b0-0225bb0b0eca,0,936
4fc8bf34-0bb5-4871-81c2-c9519730f565,23540,2816
4558b231-9905-42a0-82ee-672a92312b8c,0,0
3419dc0c-312f-43db-b3e2-5cdea7a37f3f,0,0
f453babc-0d06-41a0-991b-b5bf1606ea17,0,0
d252ca5b-94f4-4493-814c-8173015cfdba,0,0
dcf45edf-b164-47cf-a5a4-3992f7124d2e,0,0
5710d378-3269-47e5-a82d-bed4bd4e9509,0,0
ee6a005e-c8f0-4cd2-a71b-d7d214216ee6,0,0
060a6985-ac61-4fbb-b507-5b43bf2f84f5,0,0
d5b50f3e-d815-4a1f-8afc-2aefad0087af,0,0
a62733e4-29d5-4e4a-b194-957536abe5c8,0,0
cf44894a-4183-43f5-96b9-1c049a11144e,0,0
9dda25b8-b843-4510-944a-ecc2292b8a7d,0,0
4111e637-e23e-4d18-a442-f72c8cdacb4a,0,0
5965bcfa-a169-4981-915b-2be7f59a1bfa,0,3639
226cd7bb-63fc-4353-8b0e-2c292fe55b4f,0,2953 Fixed 1 year rate
e8720b9d-30dd-42a3-840e-00376be9e58c,0,4993 Fixed 1 year rate
4cc504ac-dcd9-4c6a-b73b-bf17cf3a1ec1,0,2953 Fixed 2 year rate
d3467f62-cb39-4bcb-b593-35079436be94,0,4993 Fixed 2 year rate
6fc013e6-99f9-4d69-a965-46c37fca1a32,0,2953 Fixed 3 year rate
e8ac82eb-32af-4606-88c0-34d20de2b718,0,4993 Fixed 3 year rate
d4a10b76-f45d-47e9-bd32-c51d3f90307f,0,2953 Fixed 4 year rate
14789b18-8196-433d-8c9b-6e40ada41876,0,4993 Fixed 4 year rate
804600f5-ea10-4cd2-93d4-418c92009494,0,2953 Fixed 5 year rate
0ee6d663-a710-4a65-9885-86db530c5e68,0,4993 Fixed 5 year rate
9f3d80d8-fa96-447f-9b5a-769b501d94ac,0,2958 Fixed 1 year rate
41ed13d4-9e49-4077-83c0-a453b250a452,0,4994 Fixed 1 year rate
bf4bb1ae-078f-4f2c-99b1-70001d3eef78,0,2958 Fixed 2 year rate
10d2fbf4-b9ff-4282-b59b-9cd74c69ef9d,0,4994 Fixed 2 year rate
2270428c-05f2-45c1-aee6-245e0b70125d,0,2958 Fixed 3 year rate
3b010e2f-1d40-4dd5-b267-359afcbc542a,0,4994 Fixed 3 year rate
1e2ab8a6-5e2f-4093-bd9a-5e379b48e9bd,0,2958 Fixed 4 year rate
6aaf7ee9-7a23-42f9-aefd-7804041787cf,0,4994 Fixed 4 year rate
3ff3b4c8-ed03-418c-bb42-32f40c42a31e,0,2958 Fixed 5 year rate
b0252496-922f-4127-ba20-4c94bfeaf552,0,4994 Fixed 5 year rate
a8fb28e2-b4bc-4391-9b63-3cf2ad3ea5a9,0,4433
10fd92ce-06eb-4ece-aa8f-56a98302e42d,0,1448
4572f943-9c1e-4834-b76a-e10f4c5c70a7,0,2949
af130505-9f50-4cf5-92b4-6c4a7bb435d9,0,0
f8d131c6-7061-4e71-bab8-b367f7447f6c,0,4435
b02de98e-ab52-401f-a5ab-94cb3a03acff,0,0
bfc8b0c4-5897-4528-aa72-40faa021b80b,0,1450
16dcdeec-9c48-4c83-9664-1f8d375068f4,0,0
754beb06-69ed-4ecb-8ac3-58dc23cd4803,0,4103
e5c8a1b5-f99b-4d97-82da-03ffd1e820c5,0,4104
bb3152fb-d306-46e0-b6e6-d292f01589ea,0,3642
294d0544-b3f1-4f0b-b564-1bc1935e105c,0,4629 Fixed 1 year rate
ca55d080-3c09-4395-b402-0590c751181f,0,0
a6ddd220-edec-44c7-8e88-287c686c57db,0,0
8d01c257-adc6-413d-a6b4-eb644220357a,0,0
6f2fcc37-e8cb-46a2-9197-fb6595f554f6,0,0
97e7ce1f-cbcc-490e-9157-16c6dd3dc344,393101,115 Fixed 1 year rate
922e4bec-87fa-4648-8196-495cf8078d26,393102,115 Fixed 2 year rate
3c57bd98-7bee-408a-8ed4-169fd1ff5a31,393103,115 Fixed 3 year rate
50ba65b1-301d-4567-8e27-9601739e7f2c,393104,115 Fixed 4 year rate
1656736b-ec3e-438d-abfb-27d35a52a803,393105,115 Fixed 5 year rate
5b07ae1c-26d6-4bcd-b5bf-156ade7f2f35,0,4630 Fixed 1 year rate
76bd8146-7c48-4a48-a173-2ee2eb6d8119,0,4630 Fixed 2 year rate
e55ad4c2-fb38-470a-bcb5-9c13de2039db,0,4630 Fixed 3 year rate
57b03a68-f9f9-46eb-85ff-6891992aefa8,0,4630 Fixed 4 year rate
3d25f56f-3f62-4ae9-b821-99e6037e0f3c,0,4630 Fixed 5 year rate
4b4c1cba-cbe9-4e76-a0a3-5a8024b0d413,18581,2052 Fixed 1 year rate
514d775c-c2f7-4c23-b813-572a3c436038,18582,2052 Fixed 2 year rate
6f8235e1-6cca-4858-9be2-645a1d6297e3,18583,2052 Fixed 3 year rate
c811d5a1-53e2-449a-bdaa-1cfe1271f5a4,18584,2052 Fixed 4 year rate
1f7627d0-854d-4164-af6f-ec6a2ff8c654,18585,2052 Fixed 5 year rate
7912ece7-84c1-4057-ae04-f63eef30eee9,0,4627
f1622df3-0252-42b5-97d4-3296b24365f7,19440,116
135b3e24-96da-4668-95e4-fc3075ff22cd,0,4628
d8354146-32b7-404c-a146-b37ffdca0649,413230,2879
72eef510-090c-4b71-b34f-d501565e8688,0,4439
e0163d53-5e7e-400a-9626-8ddfbfcbbed7,0,834
435ed53f-aad5-435e-a794-3d793771dccb,0,4441
2b6e1f3f-214c-465f-a7eb-c9577113c218,0,3146
6512f188-fed6-47f8-b6fd-0b793af9bc43,24260,3477
8028736e-f5c8-4b3d-a899-b58dee6d304d,447740,636
d619bc24-ddfa-4d01-8ba3-9db1ba9dffe2,21941,3485 Fixed 1 year rate
b30b0a58-65d3-41c5-9eb8-21dfa6c85cc4,21942,3485 Fixed 2 year rate
a05dc3f8-2d18-4d83-8613-be3d557d88bb,21943,3485 Fixed 3 year rate
ec626bcb-2f10-4e0c-b89d-264cbef793b0,21944,3485 Fixed 4 year rate
23730fb3-ff09-44f9-b1ac-ccffd1fe5360,21945,3485 Fixed 5 year rate
0399fe6a-75ac-4b9a-99c9-708b6d6f7c2f,0,474 Fixed 1 year rate
f16366fe-2c3d-453e-8325-b1e8fe51bbf8,0,474 Fixed 2 year rate
fd8e789d-300c-4d00-8be2-f387a89e6172,0,4474 Fixed 1 year rate
5ea13b48-0394-4162-b8d0-4dac623d9ce1,0,3389 Fixed 1 year rate
ab6b473c-9288-43d3-827f-6cc5ec88385d,0,4474 Fixed 2 year rate
c17b0816-7f60-472b-bc74-b8fbb3bdad22,0,3389 Fixed 2 year rate
6f7bfc77-707e-491b-b4cb-ff2d136cf354,0,4474 Fixed 3 year rate
6bb4df76-528f-4794-81db-305b02701805,0,3389 Fixed 3 year rate
7bbc01b3-43fb-47cb-94c8-25f7b4a444b8,0,4474 Fixed 4 year rate
81b06078-f205-4455-aa62-6d53abe108a6,0,3389 Fixed 4 year rate
58a4d019-a4b9-47d7-8628-98d4bf0b37f9,0,4474 Fixed 5 year rate
43bd5413-969d-4ac6-b618-5634c337b9e9,0,3389 Fixed 5 year rate
93c236e3-e281-4a9a-9375-cdd9fb171dac,0,4727 Fixed 1 year rate
738afe79-759e-4f3b-88f8-9f09fe5e544e,0,3390 Fixed 1 year rate
20e44825-eb99-4c82-8081-c1cfe63ef353,0,4727 Fixed 2 year rate
284245ca-f596-47b7-8de4-843e4cc95312,0,3390 Fixed 2 year rate
500b18fd-c35f-439a-9819-08324f0a6753,0,4727 Fixed 3 year rate
3c647149-9e49-4ac0-ab7f-792a9702aaf2,0,3390 Fixed 3 year rate
f09df070-e45a-4cea-b5b6-af6ce35392e6,0,4727 Fixed 4 year rate
310fba8c-ef36-43e8-a97b-cc70d0c462ad,0,3390 Fixed 4 year rate
d11e1e2b-e3f2-4c4f-9c9b-12fcd78b97bb,0,4727 Fixed 5 year rate
5d8263d6-e9e5-4382-b14d-8601a6eb7ad2,0,3390 Fixed 5 year rate
410ba108-976e-4f6d-8a27-9f5e0a13355d,0,4468
8e45b753-d15c-4c08-ba30-6281f5d5f55b,428030,3387
0a64ba69-859a-4816-832a-810e8d52eb0a,0,4726
8f74ee36-ce75-474c-a4a8-974c37f2419a,0,3388
38fa6530-11a8-416e-beb7-5888c7dd9d30,0,4466
4a59a295-baec-44d0-8f0f-a0a26ff26bd5,0,4467
a75d7de1-06ad-405b-b759-d7571963a215,0,4465
c791e25f-56fc-475e-acb4-2a223143c381,0,3380
381946cc-7d8e-41eb-baa0-be1b29428e5a,0,3381
f150d725-88a1-49e6-a737-cecc8fb67229,0,3379
04baa27c-bfa3-4512-acbf-7b3a267e2758,0,4471 Fixed 1 year rate
13699913-d2ef-4db3-aa02-a1832e75fa26,427871,4251 Fixed 1 year rate
37a3a9f2-5489-4492-8510-d343c36e3bae,0,4471 Fixed 2 year rate
d07a29a2-2e18-4dcd-825a-60b1eae7ebe4,427872,4251 Fixed 2 year rate
614eb868-b871-486d-af90-69ffb035ff60,0,4471 Fixed 3 year rate
1622ac55-04a3-4efe-925e-2239dcdab0c3,427873,4251 Fixed 3 year rate
13cb4f32-4bc8-426e-a5d9-0909e6a3405a,0,4471 Fixed 4 year rate
3145a165-cb6a-4026-b228-a37e9e9e1337,427874,4251 Fixed 4 year rate
a9873db1-4e77-4afc-ba73-e7604a8bfddf,0,4471 Fixed 5 year rate
77962a21-3cc8-44e0-9513-b0eb9a4e7544,427875,4251 Fixed 5 year rate
fe16cfe7-1f24-46c6-be84-0bf25e1d8b35,0,4719
314f8990-3522-4766-a550-829a51fcf505,506050,4720
efbd784e-5491-4b05-ae27-4ed5ce64cbcc,0,4718
4ebbabe8-082c-4668-9a07-43db870ef704,0,3383
536cd0d7-a371-49ba-adf1-c9cf03f1695c,427860,3384
04566a7e-8e5d-4749-8200-5a5cb7c74b99,0,3382
74f8ab5b-f140-41ad-ad6a-ad791152fc0c,505981,4725 Fixed 1 year rate
aa1ac81b-f672-47a9-9fea-649b13c3cf84,427891,4253 Fixed 1 year rate
5df41199-b433-42e9-b370-ffc65822f552,505982,4725 Fixed 2 year rate
228bec23-0067-4d7c-a19a-c172c184f822,427892,4253 Fixed 2 year rate
be1ce394-18c1-4e56-abac-77bbf6356e52,505983,4725 Fixed 3 year rate
8a9a325f-eab6-4095-ac1c-8c1560034e32,427893,4253 Fixed 3 year rate
f1ccf184-81d8-4c35-89b3-3bb738510188,505984,4725 Fixed 4 year rate
e704a137-c7dd-4fc9-ac9d-23b0024617c7,427894,4253 Fixed 4 year rate
6a9b3e1b-ada9-49fb-9962-7a1a8c72fc6c,505985,4725 Fixed 5 year rate
72f87824-ff47-43b8-8d35-f9fdb9bfdcca,427895,4253 Fixed 5 year rate
13daebc7-1a8e-484e-a3cf-b42aa5fb8bde,0,4472 Fixed 1 year rate
1b6605db-cacf-46c4-8a8b-640214e57280,0,162 Fixed 1 year rate
75b173bb-9fea-4e29-b8d8-0829c0b5c423,0,4472 Fixed 2 year rate
72c2acad-aa34-4761-9a21-d74c3bb69545,0,162 Fixed 2 year rate
492c6acc-a84d-446c-b7f5-4faa48a69ff5,0,4472 Fixed 3 year rate
643c4e09-f00f-4e9d-b63f-89c0a6828037,0,162 Fixed 3 year rate
71e875ff-c2bf-4231-8d24-0657ff7db586,0,4472 Fixed 4 year rate
4df736cf-fab1-46bd-8f17-112f69b2ed9e,0,162 Fixed 4 year rate
1bf0bb64-c2d5-4d1a-a2b4-789a906c50e4,0,4472 Fixed 5 year rate
ffbd2077-b54f-4ad6-9aba-7c612e6c1cff,0,162 Fixed 5 year rate
9bf0c9e3-29e3-41bb-8230-58c4e138ce4f,0,4721 Fixed 1 year rate
38ba201c-6512-49e8-98fa-ae011144f5d2,0,2451 Fixed 1 year rate
eb938f25-8b61-46ef-8831-dd483a058171,0,4721 Fixed 2 year rate
db53043a-8e46-4097-b63f-549723303fa1,0,2451 Fixed 2 year rate
95d11e77-3018-4031-b245-115b933d5e87,0,4721 Fixed 3 year rate
3c2ec954-6cf2-432f-af3b-78b69bbe4f20,0,2451 Fixed 3 year rate
d7a7c17f-5c28-49f6-83fd-a1f49d23cd11,0,4721 Fixed 4 year rate
85d6c3ce-db0a-4b3d-a533-5e1a577b880a,0,2451 Fixed 4 year rate
425b1ffd-35d3-413e-9cca-3fde4190f07d,0,4721 Fixed 5 year rate
6f1ff99a-b10a-4fc8-b1e6-e70aac2da9eb,0,2451 Fixed 5 year rate
26528711-daf4-461f-90a3-2076a2e54201,0,0
6328e807-b19b-46d9-80fc-b235f5fc09f9,0,0
d300cb7c-1c0e-4fe1-b41c-3ace8c49b7d6,0,0
d9f52dad-6bc2-4259-b5d7-c687594530ab,22480,0
80279e13-6ae9-4662-adb7-18910cb8a15e,18730,156
1954f53c-dc9c-4603-a5b9-c75aa160567b,0,2501
0c7c1ff2-fa1e-45e1-82d3-e237d319f532,0,0
819d5c9e-1397-455a-99e3-8746ed5b9351,0,0
2f43288e-8c5a-4d8e-8530-b0b32ba2a802,403290,0
d27e28a0-273d-4901-94a5-8a687a37df48,0,474 Fixed 3 year rate
e8ceb726-c4a0-4d31-b157-ab114167a9fd,0,474 Fixed 4 year rate
3d9524f2-0169-4ba2-b4b3-b493aa687437,0,474 Fixed 5 year rate
f54c40e3-ed1c-4545-a68a-7f8a35dfb4d7,0,3475
f791a423-0732-4b22-8b6b-24062298eefd,19800,3476
214b8a48-0b73-45f1-aaa9-0cde756539ff,447820,0
3aef567c-4b4b-4be7-bb33-a1dca4168871,0,307
5895b97b-e3c4-43ad-8456-6553a4f98689,22691,3490 Fixed 1 year rate
15e38aaf-81e3-4411-9882-ce1a7041acf8,22692,3490 Fixed 2 year rate
078891b9-dc28-492a-bee4-1f7d701c5cd8,22693,3490 Fixed 3 year rate
66adbbd0-934c-436b-9814-7f6fee9d921a,22694,3490 Fixed 4 year rate
5f3fe60e-eb77-4637-a226-47f102533c3b,22695,3490 Fixed 5 year rate
13f99e3f-fc64-44c3-a5b0-d5b08be572e9,447801,3491 Fixed 1 year rate
1827a929-75e4-4ff0-99a9-552e00318ddb,447802,3491 Fixed 2 year rate
3e369fb8-8352-455f-ae58-8b2e3df09652,447803,3491 Fixed 3 year rate
8e545944-def8-40e0-9a1c-2d305faafda9,447804,3491 Fixed 4 year rate
53b8c960-ead7-4e9a-9bb8-f60a924942b5,447805,3491 Fixed 5 year rate
5c5354a3-5c54-429e-8083-18a4b59b8eaf,0,3486
7b994ebd-cc34-4f40-b77c-d5617997cb3f,0,3487
f09ea0fa-15d4-4c03-936c-a4eae0dd86d6,0,0
862c795b-f26e-46f5-9c41-19c46d94273d,447810,301
53ffaeb7-348f-4916-b194-b984e4c4c407,0,305
ce1b9858-a82e-4821-bf11-d7cd8e804820,0,0
222af6e4-252a-4fb9-9987-159a9ed78a32,524340,1814
2a10ebb2-303e-4abb-a6d7-df4c4cb18f6b,0,4732
c22794d4-2a71-414a-af03-2249e3232b08,0,3070
aeca982b-a63c-43fa-a893-ef3324367227,0,3474
8145ae1c-a5b9-4235-af87-4511c765f920,447850,304
38f66aea-0bba-4c33-a525-6af6bc825d75,19960,3478
b070ea07-04da-4160-8c44-c389d1994633,447730,302
cc6fbac1-4258-4271-8120-ff5d23c6813c,378630,3480
cde3918c-f882-41b0-9664-8b0828a2b5bb,517650,3481
8ebf346c-698f-4305-9983-1207686ea22f,378640,3479
16423ecb-a001-4264-bc86-85b080744948,0,1885
12cbdba0-7e37-4124-897e-341b926bd5ed,0,1889
7c32f0dc-f6e1-4e0d-9cd3-7163c76bb8d0,0,1884
4f841ac0-5ffc-4513-8a80-01b4520c1264,378661,3615 Fixed 1 year rate
8d57d985-63a6-4d9a-b909-8379f54ed81e,378662,3615 Fixed 2 year rate
0bcedbbb-25e8-471c-b57f-3e47dd3c3c21,378663,3615 Fixed 3 year rate
603510c3-3119-4411-882f-ee84381521bd,378664,3615 Fixed 4 year rate
45d7110a-1ae2-4d2a-bdaf-4315a7dad97a,378665,3615 Fixed 5 year rate
f4afed78-70c2-4769-873a-3fb50454bd1e,313882,1658 Fixed 2 year rate
862389d7-e0ef-44a6-8e52-683e4b79601c,313883,1658 Fixed 3 year rate
875b1e2d-2839-42b3-8f7b-ca06f90ea4cd,313885,1658 Fixed 5 year rate
6f1be785-710f-4c88-a0ab-212344a72db8,344192,1819 Fixed 2 year rate
50b27f6a-e2c1-4c65-96a2-3efaf168cbff,344193,1819 Fixed 3 year rate
a4df4520-56e0-4711-ae56-b758be63d564,271450,0
a05d8d21-440f-4f9c-a530-ffdc77270139,344210,805
59565ef8-e83e-4f28-84d5-8c52cfb0a7a1,271060,1657
dbf9236d-e933-4623-885c-ee1c1f81baef,269480,803
c9742508-aaba-47e1-9dfb-34f078f4dbf9,0,0
f9630735-1a52-4286-8fc5-2256c584b088,447761,3616 Fixed 1 year rate
884a60c8-80e9-4da0-8641-504425fffc12,447762,3616 Fixed 2 year rate
d92fb819-3bb9-46c3-a098-e16703d0b97c,447763,3616 Fixed 3 year rate
77822d99-354f-4871-9db4-1c525473e872,447764,3616 Fixed 4 year rate
9444b1a6-e83b-4e35-a668-54e1512b22ca,447765,3616 Fixed 5 year rate
9acf83f2-9398-4665-b881-7e4d175188f5,0,3483
72ca8013-1857-41cb-88ba-b5ad4bcaed1f,517700,3484
0e3bd103-7412-4b37-a1d8-64fe4c259bf1,517670,3482
d8e39531-6fb4-4f7e-8449-54f04caf581c,0,3828
59ca08f8-6db3-4726-8fb0-65719f4e6754,0,3830
15b51c58-02fa-4128-aee6-e91fb4c39294,0,1888
daf778ba-be96-4974-866f-01a0d469ca92,447790,1887
e32b6591-2339-4deb-a8a6-41416e8055ad,447780,2815
f2c278d1-6883-4d68-ae48-d5308c5e7423,0,0
abba811e-7006-4615-b41a-92009596ce7d,0,0
939a51fe-5a5d-4830-81af-556ed2e9c268,0,0
cccc37f6-5a5d-45aa-b790-98b6281f0abb,0,0
d6e01311-0bf6-4ab1-acb8-0da01f586a77,0,0
89e8d008-f292-4011-839e-9fd42578f7c4,0,0
e35d6087-44ea-4f0e-add3-6146c869737c,0,0
2daad931-147f-4ba9-a2e8-d5591d2d11b3,0,0
7c737cdc-234d-4f6c-9e83-97e53d2a94ba,0,0
c20eb842-b45c-47ce-9bf3-a81d2fd0e376,0,0
b9c66483-bb14-459c-886f-7615d6f9b568,0,0
fbc84b2a-e857-4cfc-ac11-73de9377e406,0,0
13a74786-df48-48e9-b2dd-36d7a0c6c21b,0,0
34cf18d6-a36d-496d-8343-15bb5804d0b7,0,4737 Fixed 1 year rate
6c8d1ffe-22ec-4064-8393-b9acd4b223cc,0,4737 Fixed 2 year rate
bf458619-6d2b-406e-8cc2-a214be090556,0,4737 Fixed 3 year rate
a485cbf5-57cf-4c86-8676-aaa4f151affb,0,4737 Fixed 4 year rate
59775dbe-09de-4e76-b8b5-be8997ba2afe,0,4737 Fixed 5 year rate
dbfe4bd2-1bf8-4391-89a0-babfd1c4784e,0,2640 Fixed 1 year rate
92635d65-d552-480f-985e-3fd4e62fa2fb,0,2640 Fixed 2 year rate
8e281d4f-a5df-45f3-8af2-8a7ee6f5e536,0,2640 Fixed 3 year rate
69d069d7-40d0-4e77-8d85-a5be994d3e14,0,2640 Fixed 4 year rate
d61d79e4-ae4b-41d0-a6e9-527166c18923,0,2640 Fixed 5 year rate
bca280d5-800e-44eb-b157-0cb92837e48c,0,4749 Fixed 1 year rate
a753b17c-6cb0-4902-9893-72cd50acd82b,0,4749 Fixed 2 year rate
a7a78824-8c94-4831-8623-c310ee7dd298,0,4749 Fixed 3 year rate
2504b0ea-e9cf-415b-8594-4085c05fcd49,0,4749 Fixed 4 year rate
3af3ca73-98be-48ce-a762-bdd2fb0b204a,0,4749 Fixed 5 year rate
de583915-8dc6-4cb5-9f01-8a8b08e46dc9,0,2797 Fixed 1 year rate
d734cbcf-3abe-425a-a418-99bc08ea211c,0,2797 Fixed 2 year rate
58edd0b4-babd-44c0-b76f-1381fa53cf3e,0,2797 Fixed 3 year rate
ef5d2be5-30f9-44d9-b002-29c1816ebc58,0,2797 Fixed 4 year rate
2bf13d55-5e71-4d55-b7be-2d92a1e314fe,0,2797 Fixed 5 year rate
5a92291c-a01e-4720-89a3-53b12551bb05,0,4740 Fixed 4 year rate
73c86028-b518-4ac6-b0f5-6353ab1a1f9e,0,4740 Fixed 1 year rate
554daa49-f7a3-4a22-89e6-283e3706aa66,0,4740 Fixed 2 year rate
fdb2f432-6a19-4ad6-b1d2-7e215695bcc4,0,4740 Fixed 3 year rate
520840e2-e71b-4c51-8775-938aa875f21a,0,4740 Fixed 5 year rate
4a537062-7eb5-4d1d-b4c0-b5ffeef228ce,0,4263 Fixed 1 year rate
6272c7e9-9bae-4dfd-9186-49bfd67f6b0f,0,4263 Fixed 2 year rate
e87fad5d-7f57-48b1-a46d-7526cd568200,0,4263 Fixed 3 year rate
562abc6b-6ac6-4081-883e-fdc56e890b03,0,4263 Fixed 4 year rate
11d6d038-0574-4480-8272-1c269f793319,0,4263 Fixed 5 year rate
dbc9022a-acd4-4dd5-a8c2-d1469d343479,0,0
c04c31cd-c3c1-460b-b916-7fbe025b3851,0,0
b9563a00-de76-4cac-b7d5-3f51d979d343,0,4750 Fixed 1 year rate
378fdd09-9e17-4b48-ae49-3ca456caaca4,0,4750 Fixed 2 year rate
f2add5a0-fb16-468f-941c-b3f9360c5e8e,0,4750 Fixed 3 year rate
69b738a0-0f3d-4d42-81ca-842693586403,0,4750 Fixed 4 year rate
e2ad85a6-2ed1-49fe-8b09-cb55869a14b8,0,4750 Fixed 5 year rate
20fc3095-f4c9-4bd9-b110-e8293730f1c0,0,4264 Fixed 1 year rate
b9607343-668c-4d7c-994a-171e6c394efc,0,4264 Fixed 2 year rate
e08f0521-0bf8-4386-b909-41f2090c3272,0,4264 Fixed 3 year rate
6a86dd23-b685-4d66-9ff3-4432544d2363,0,4264 Fixed 4 year rate
8e80f700-fe26-419e-a47a-1e7c62fe9ab8,0,4264 Fixed 5 year rate
7fefd59c-a890-453a-969a-c87ae1eae252,0,0
b48410cb-70c2-440e-95c5-0898ca7e2d55,0,4735
10dc2c08-092f-443a-9df5-fdb6c6bbb265,0,4736
478ca54d-54b3-4632-8357-6ecb953bcd30,0,4734
51afd17e-9434-4a24-973e-0901d42fcb74,0,917
23911275-b484-4809-a5a6-7b7f648eb509,0,918
0000a73f-09f4-476e-9725-991ed1b7f399,0,1267
e08dcdc2-20c9-4d7c-9885-7f872251bc2f,0,4744
b0441a1f-95a8-4422-b6c3-b2d5e7ad75b5,0,4745
2576f177-cb46-46dc-af03-c14221900609,0,4743
4eb63a6d-4154-4755-a3d3-967ef93c9128,0,2638
dd733fb8-d59a-4e62-8465-1027ed80269f,0,2639
2238218d-4fd9-4a43-ae54-1f747190991e,0,2637
