companyname,variationname,variationuuid,homeloantype,rate,comparisonrate,fixmonth,revertrate,introductoryrate,hasinvestmentpurpose,hasowneroccupiedpurpose,hasprincipalandinterest,hasinterestonly,hasweeklyrepayments,hasfortnightlyrepayments,hasmonthlyrepayments,minloanterm,maxlvr,maxloanterm,mintotalloanamount,maxtotalloanamount,extrarepaymentsallowed,hasoffsetaccount,hasredrawfacility,applicationfee,legalfee,valuationfee,settlementfee,dischargefee,IF Code,IF Product
Bank Australia,Package Premium Home Loan Fixed 5 Years (LVR 80%-95%),f0bd2f22-ff92-4fba-8bb8-d9042ec5bc6e,MATCH,MATCH,MATCH,MATCH,4.27 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,100000 vs 700000, vs 9999999,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,479415,Bank Australia - Premium Package Loan 700k+ (LVR >80) 5 Year Principal & Interest
Bank Australia,"Package Premium Home Loan ($100k-$400k, LVR < 80%)",2a2308d2-3154-42fe-a916-6553af547921,MATCH,MATCH,MATCH, vs 0,4.02 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,479330,Bank Australia - Premium Package Loan 100k - 400k (LVR <80) Principal & Interest
Bank Australia,"Package Premium Home Loan ($400k-$700k, LVR 80%-95%)",3e6a7d36-f654-4084-bfd7-f2eac59b1bf1,MATCH,MATCH,MATCH, vs 0,4.17 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,20680,Bank Australia - Premium Package Loan 400k - 700k (LVR >80) Principal & Interest
Bank Australia,"Package Premium Home Loan ($700k+, LVR 80%-95%)",0425ccc2-f693-41ce-ad43-c69898a4415f,MATCH,MATCH,MATCH, vs 0,4.07 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH, vs 9999999,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,238490,Bank Australia - Premium Package Loan 700k+ (LVR >80) Principal & Interest
Bank Australia,Basic Investment Loan Fixed 1 Year (Principal and Interest),76d1e13a-f6c1-44b6-ad64-716663688d23,MATCH,MATCH,MATCH,MATCH,4.87 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 9999999,False vs TRUE,False vs TRUE,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,419441,Bank Australia - Fixed Home Loan - Investment P&I 1 Year Principal & Interest
Bank Australia,Basic Investment Loan Fixed 5 Years (Principal and Interest),7b440d17-ad30-4623-9c01-adaf8dc753cf,MATCH,MATCH,MATCH,MATCH,4.87 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 9999999,False vs TRUE,False vs TRUE,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,419445,Bank Australia - Fixed Home Loan - Investment P&I 5 Year Principal & Interest
Bank Australia,Basic Investment Loan (Principal and Interest),7490d82a-69dc-42b2-a0b7-40a05e3f4cee,MATCH,MATCH,MATCH, vs 0,4.87 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 9999999,MATCH,MATCH,MATCH,0 vs 595,MATCH,MATCH,MATCH,MATCH,500310,Bank Australia - Basic Home Loan - Investment (P&I) Principal & Interest
Bank Australia,Basic Home Loan Fixed 3 Years,a3b8b6e8-2048-493a-b570-e247aa24150f,MATCH,MATCH,MATCH,MATCH,3.86 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 9999999,False vs TRUE,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,22783,Bank Australia - Fixed Home Loan 3 Year Principal & Interest
Bank Australia,Basic Home Loan Fixed 1 Year,cd18dae9-7418-408c-94aa-02ca90f39992,MATCH,MATCH,MATCH,MATCH,3.86 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 9999999,False vs TRUE,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,22781,Bank Australia - Fixed Home Loan 1 Year Principal & Interest
Bank Australia,Basic Home Loan Special (LVR < 80%),26f6bf8e-b03e-44f4-8746-6a874c63332c,MATCH,MATCH,MATCH, vs 0,3.65 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 9999999,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 150,MATCH,MATCH,506560,Bank Australia - Basic Special Home Loan LVR <80 Principal & Interest
Commonwealth Bank of Australia,3 Year Special Economiser Investment Loan (Interest Only),913d6444-15dd-4d4c-b8ce-f7946e33cee2,MATCH,5.78 vs 5.56,5.56 vs 5.14, vs 0,5.78 vs 0,5.41 vs 4.73,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,3 vs 0,MATCH,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,200 vs 0,MATCH,489860,Commonwealth Bank - 3 Year Special Economiser Discounted Base Variable Rate (IO) - Investment Interest Only
Commonwealth Bank of Australia,Economiser Investment Loan (Interest Only),f262249b-6746-4003-9b4d-1094f6730d29,MATCH,5.78 vs 5.1,5.66 vs 5.23, vs 0,5.78 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,200 vs 0,MATCH,489890,Commonwealth Bank - Economiser Home Loan (IO) - Investment Interest Only
Commonwealth Bank of Australia,No Fee Variable Rate Investment Loan (Interest Only),fd649fb0-31b5-4edf-a840-7a47b0766c67,MATCH,5.54 vs 4.86,5.28 vs 4.86, vs 0,5.54 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,350 vs 0,489900,Commonwealth Bank - No Fee Variable Rate Home Loan (IO) - Investment Interest Only
Community First Credit Union,Standard Variable Home Loan (Interest Only),e982adbb-0fd0-4a33-8311-c1f6b6465ad3,MATCH,MATCH,MATCH, vs 0,5.52 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,5 vs 1,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,516760,Community First Credit Union - True Value Variable Home Loan (interest only) Interest Only
Community First Credit Union,Basic Variable Home Loan (Interest Only) (LVR < 80%),12a10fb6-c0b7-44a4-a34f-c6a6380ad961,MATCH,MATCH,MATCH, vs 0,4.45 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,516770,Community First Credit Union - True Basic Variable Home Loan (interest only) Interest Only
State Custodians,Low Rate Home Loan with Offset (Principal and Interest) (LVR < 80%),0892aae4-b35e-4ab5-ab9f-02541a9a071e,MATCH,3.54 vs 3.69,3.57 vs 3.72, vs 0,3.54 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,2000000 vs 1500000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,492930,State Custodians Mortgage Company - Low Rate Home Loan with Offset <80 P&I Principal & Interest
State Custodians,Low Rate Home Loan with Offset (Principal and Interest) (LVR 90%-95%),62681318-5805-429b-82bc-3313b0d27fc6,MATCH,3.94 vs 3.99,3.97 vs 4.02, vs 0,3.94 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH,2000000 vs 1500000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,492950,State Custodians Mortgage Company - Low Rate Home Loan with Offset <95 P&I Principal & Interest
State Custodians,Low Rate Investment Loan with Offset (Principal and Interest) (LVR 80%-90%),cfc6a445-43ac-4035-8ad7-5daf1414e869,MATCH,3.99 vs 4.19,4.02 vs 4.22, vs 0,3.99 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH,2000000 vs 1500000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,492970,State Custodians Mortgage Company - Low Rate Home Loan with Offset – Investment <90 P&I Principal & Interest
loans.com.au,Smart Loan Offset Package (Interest Only) (Packaged with Owner Occupier Loan),a9adeca6-e910-4f77-801b-c1056361b00a,MATCH,MATCH,MATCH, vs 0,4.19 vs 0,MATCH,True vs False,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,2000000 vs 1000000,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,508060,loans.com.au - Smart Loan Package Offset IO Interest Only
Bank Australia,Basic Investment Loan Fixed 1 Year (Interest Only),aff6b4d2-6771-44b2-8e22-3a330531fad0,MATCH,MATCH,MATCH,MATCH,5.07 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 9999999,False vs TRUE,False vs TRUE,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,494881,Bank Australia - Fixed Home Loan - Investment IO 1 Year Interest Only
Bank Australia,Basic Investment Loan Fixed 3 Years (Interest Only),45d99177-c22b-4646-8aff-62b902c27674,MATCH,MATCH,MATCH,MATCH,5.07 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 9999999,False vs TRUE,False vs TRUE,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,494883,Bank Australia - Fixed Home Loan - Investment IO 3 Year Interest Only
Bank Australia,Premium Investment Loan (Interest Only),76a8e5fd-2da1-4179-831c-986a904bee46,MATCH,MATCH,MATCH, vs 0,5.37 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 9999999,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,494850,Bank Australia - Premium Home Loan - Investment IO Interest Only
Bank Australia,Premium Investment Loan Fixed 2 Years (Interest Only),2537212b-c464-4d50-b32a-e502d8d9508c,MATCH,MATCH,MATCH,MATCH,5.37 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 9999999,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,494832,Bank Australia - Premium Home Loan - Investment IO 2 Year Interest Only
Bank Australia,Premium Investment Loan Fixed 5 Years (Interest Only),b99ada9c-0dae-47cb-aaa9-01e0e040c0e1,MATCH,MATCH,MATCH,MATCH,5.37 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 9999999,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,494835,Bank Australia - Premium Home Loan - Investment IO 5 Year Interest Only
Bank Australia,Package Premium Investment Loan (Interest Only) ($100k-$400k),0cf0df6d-7f40-4464-8a7d-eb480d123562,MATCH,MATCH,5.47 vs 5.49, vs 0,5.17 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,494900,Bank Australia - Premium Package Loan 100k - 400k - Investment IO Interest Only
Bank Australia,Package Premium Investment Loan Fixed 1 Year (Interest Only),c527f573-45fa-4a1e-b753-e906e9ea45da,MATCH,MATCH,MATCH,MATCH,5.17 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,100000 vs 700000, vs 9999999,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,511341,Bank Australia - Premium Package Loan 700k+ - Investment IO 1 Year Interest Only
Bank Australia,Package Premium Investment Loan Fixed 3 Years (Interest Only),949c5573-7dd1-46d5-aa12-fe8974a3c412,MATCH,MATCH,MATCH,MATCH,5.17 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,100000 vs 700000, vs 9999999,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,511343,Bank Australia - Premium Package Loan 700k+ - Investment IO 3 Year Interest Only
Commonwealth Bank of Australia,Fixed Rate Home Loan (Interest Only) 2 Years,27081eac-db4f-4af3-a473-eb0bc3096dbe,MATCH,4.44 vs 4.14,5.21 vs 5.16,MATCH,5.77 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,200 vs 0,MATCH,489702,Commonwealth Bank - Complete Home Loan Standard (IO) 2 Year Interest Only
Commonwealth Bank of Australia,Fixed Rate Home Loan (Interest Only) 4 Years,f4b8d57a-ff80-4e71-bb18-b95703aedada,MATCH,4.79 vs 4.54,5.21 vs 5.12,MATCH,5.77 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,200 vs 0,MATCH,489704,Commonwealth Bank - Complete Home Loan Standard (IO) 4 Year Interest Only
Commonwealth Bank of Australia,Fixed Rate Home Loan (Interest Only) 7 Years,220cba13-8a85-46b0-a451-0000486c85ba,MATCH,MATCH,MATCH,MATCH,5.77 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,200 vs 0,MATCH,489707,Commonwealth Bank - Complete Home Loan Standard (IO) 7 Year Interest Only
Commonwealth Bank of Australia,Wealth Package Fixed Rate Home Loan (Interest Only) 2 Years,e2c38d08-8fcd-4f94-ae5e-24b0fd645082,MATCH,4.29 vs 3.99,5.03 vs 4.97,MATCH,4.72 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,False vs TRUE,MATCH,MATCH,MATCH,200 vs 0,MATCH,489732,Commonwealth Bank - Wealth Package - Fixed (IO) 2 Year Interest Only
Commonwealth Bank of Australia,Wealth Package Fixed Rate Home Loan (Interest Only) 4 Years,a444e4c4-c9c1-4c26-a71e-a84373052526,MATCH,4.64 vs 4.39,5.07 vs 4.98,MATCH,4.72 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,False vs TRUE,MATCH,MATCH,MATCH,200 vs 0,MATCH,489734,Commonwealth Bank - Wealth Package - Fixed (IO) 4 Year Interest Only
Commonwealth Bank of Australia,Wealth Package Fixed Rate Home Loan (Interest Only) 7 Years,da4b4c0f-9811-4932-a608-b34e0e362b80,MATCH,MATCH,MATCH,MATCH,4.72 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,False vs TRUE,MATCH,MATCH,MATCH,200 vs 0,MATCH,489737,Commonwealth Bank - Wealth Package - Fixed (IO) 7 Year Interest Only
Commonwealth Bank of Australia,Fixed Rate Investment Loan (Interest Only) 2 Years,96abd73d-cc47-4413-873c-a5afbd075a4f,MATCH,MATCH,5.66 vs 5.47,MATCH,6.24 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,200 vs 0,MATCH,489882,Commonwealth Bank - Complete Home Loan Standard (IO) - Investment 2 Year Interest Only
Commonwealth Bank of Australia,Fixed Rate Investment Loan (Interest Only) 4 Years,1406f2a2-a282-44b4-96cb-bcc3225ada64,MATCH,5.04 vs 4.74,5.67 vs 5.41,MATCH,6.24 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,200 vs 0,MATCH,489884,Commonwealth Bank - Complete Home Loan Standard (IO) - Investment 4 Year Interest Only
Commonwealth Bank of Australia,Fixed Rate Investment Loan (Interest Only) 7 Years,4dab5c96-1aac-4032-8ddb-90ccd1e458fd,MATCH,MATCH,7.05 vs 6.94,MATCH,6.24 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,200 vs 0,MATCH,489887,Commonwealth Bank - Complete Home Loan Standard (IO) - Investment 7 Year Interest Only
Commonwealth Bank of Australia,Wealth Package Fixed Rate Investment Loan (Interest Only) 2 Years,af98127b-a5dc-4d58-b63a-07fb5957c354,MATCH,MATCH,5.47 vs 5.28,MATCH,5.3 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,False vs TRUE,MATCH,MATCH,MATCH,200 vs 0,MATCH,489912,Commonwealth Bank - Wealth Package - Fixed (IO) Investment 2 Year Interest Only
Commonwealth Bank of Australia,Wealth Package Fixed Rate Investment Loan (Interest Only) 4 Years,d8281c82-6b89-4c4f-961a-24fed4946ee9,MATCH,5.89 vs 4.59,5.53 vs 5.27,MATCH,5.3 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,False vs TRUE,MATCH,MATCH,MATCH,200 vs 0,MATCH,489914,Commonwealth Bank - Wealth Package - Fixed (IO) Investment 4 Year Interest Only
Commonwealth Bank of Australia,Wealth Package Fixed Rate Investment Loan (Interest Only) 7 Years,49f1b9b7-2df0-46be-b88f-9a69297806f8,MATCH,MATCH,6.97 vs 6.86,MATCH,5.3 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,False vs TRUE,MATCH,MATCH,MATCH,200 vs 0,MATCH,489917,Commonwealth Bank - Wealth Package - Fixed (IO) Investment 7 Year Interest Only
Westpac,Fixed Options Home Loan (Interest Only) 2 Years,d6057405-c414-4e02-8093-fbd2ad681cc2,MATCH,MATCH,MATCH,MATCH,5.83 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,457342,Westpac - Fixed Options Home Loan - Interest Only 2 Year
Westpac,Fixed Options Home Loan (Interest Only) 4 Years,a7243c41-7b9d-495f-8ad4-6c73131c6f05,MATCH,MATCH,MATCH,MATCH,5.83 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,457344,Westpac - Fixed Options Home Loan - Interest Only 4 Year
ANZ,Standard Variable Home Loan (Interest Only),1e697d2d-d952-4513-b1da-c794bd7cbd55,MATCH,MATCH,MATCH, vs 0,5.75 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,150 vs 0,160 vs 0,MATCH,497450,ANZ - ANZ Standard Variable Loan IO Interest Only
Westpac,Fixed Rate Investment Loan (Interest Only) 2 Years,d791c114-905a-4b41-907b-9e088d763b06,MATCH,MATCH,MATCH,MATCH,6.3 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,457632,Westpac - Fixed Rate Investment Property Loan - Interest Only 2 Year
Westpac,Fixed Rate Investment Loan (Interest Only) 4 Years,84aee4d3-18c9-4fa1-bcbe-488814193f09,MATCH,MATCH,MATCH,MATCH,6.3 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,457634,Westpac - Fixed Rate Investment Property Loan - Interest Only 4 Year
Westpac,Fixed Rate Investment Loan (Interest Only) 6 Years,75641369-5d25-4aa7-b10c-4b2436f9bbee,MATCH,MATCH,MATCH,MATCH,6.3 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,457636,Westpac - Fixed Rate Investment Property Loan - Interest Only 6 Year
Westpac,Fixed Rate Investment Loan (Interest Only) 9 Years,ffcd358a-9c85-483c-a4b0-80572392cb23,MATCH,MATCH,MATCH,MATCH,6.3 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH, vs 10000000,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,457639,Westpac - Fixed Rate Investment Property Loan - Interest Only 9 Year
ANZ,Standard Variable Investment Loan (Interest Only),43ae05bc-74e0-4b31-a6b8-4737a3f9f34d,MATCH,MATCH,MATCH, vs 0,6.26 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,150 vs 0,160 vs 0,MATCH,497500,ANZ - ANZ Standard Residential Investment Loan IO Interest Only
Westpac,Premier Package Fixed Options Home Loan (Interest Only) 2 Years,36d76500-98c6-4029-b897-d66f6b1113ac,MATCH,MATCH,5.43 vs 5.27,MATCH,5.23 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,150000 vs 250000, vs 499999,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,220822,Westpac - Fixed Options Home Loan (Premier Advantage Package) Interest Only 2 Year
Westpac,Premier Package Fixed Options Home Loan (Interest Only) 4 Years,1838e07b-7d1a-42ea-bef6-24ba9b6b7519,MATCH,MATCH,5.49 vs 5.37,MATCH,5.23 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,150000 vs 250000, vs 499999,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,220824,Westpac - Fixed Options Home Loan (Premier Advantage Package) Interest Only 4 Year
Westpac,Premier Package Fixed Rate Investment Loan (Interest Only) 1 Year,2e931802-a430-45f5-810c-36e822006832,MATCH,MATCH,5.96 vs 5.78,MATCH,5.7 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,150000 vs 250000, vs 499999,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,221261,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 1 Year
Westpac,Premier Package Fixed Rate Investment Loan (Interest Only) 3 Years,7219d9bd-ab63-4600-92d4-6375b6a7f1f5,MATCH,MATCH,5.74 vs 5.60,MATCH,5.7 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,150000 vs 250000, vs 499999,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,221263,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 3 Year
Westpac,Premier Package Fixed Rate Investment Loan (Interest Only) 5 Years,04e0d405-6c0d-49ec-9a82-e3186de4a217,MATCH,MATCH,5.8 vs 5.69,MATCH,5.7 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,150000 vs 250000, vs 499999,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,221265,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 5 Year
Westpac,Premier Package Fixed Rate Investment Loan (Interest Only) 7 Years,787422d6-89fd-410b-bf97-629ae2d57f49,MATCH,MATCH,6.78 vs 6.69,MATCH,5.7 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,150000 vs 250000, vs 499999,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,221267,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 7 Year
Westpac,Premier Package Fixed Rate Investment Loan (Interest Only) 10 Years,442ad0ba-1e87-4dc1-a8c4-d9570a080892,MATCH,MATCH,6.49 vs 6.92,MATCH,5.7 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,150000 vs 250000, vs 499999,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,2212610,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 10 Year
ANZ,Breakfree Package Variable Home Loan (Interest Only) ($250k-$700k),587477f3-1d80-4e5a-a545-1915ba0f136a,MATCH,MATCH,MATCH, vs 0,5.15 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,501060,ANZ - ANZ Breakfree Home Loan Package IO (250000-699999) Interest Only
ANZ,Simplicity PLUS Investment Loan (Interest Only),645871f1-f364-4cb5-a9e2-301311133817,MATCH,MATCH,MATCH, vs 0,4.75 vs 0,MATCH,True vs False,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,600 vs 0,MATCH,150 vs 0,160 vs 0,MATCH,497440,ANZ - ANZ Simplicity PLUS IO Interest Only
