Company,Product,url,Home Loan Type,Rate,Comparison Rate,Fixed Months,Revert Rate,Introductory Rate,Loan Type,Security Type,Availability,Repayment Options,Repayment Frequency,Interest Rate Notes,Min Loan Term,Max Loan Term,Min Loan Amount,Max Loan Amount,Max Loan to Value Ration (LVR),Max LVR with Mortgage Insurance,Extra Repayments,Loan is Transferable (Portable),Transfer Fee,Mortgage Offset Available,Mortgage Offset 100%,Mortgage Offset Rate,Redraw Available,Min Redraw Amount,Max Redraw Amount,Redraw Fee,Redraw Notice Period,Redraw Method,Split Available,Max No. of Accounts for Split,Separate Statements for Split,Statement Frequency,Fixed Option,Fee for Fixing,Application Fee,Legal Fee,Valuation Fee,Settlement Fee,Service Fee,Exit Fee
UniBank,Interest Only Loan (Investor),http://www.infochoice.com.au/home-loans/unibank/interest-only-loan-40063/,FIXED,4.74,5.35,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Monthly,Reverts to Flexi Choice loan or can be split with other products on intro expiry.,1,30,$25000.00,$5000000.00,70%,70%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,Branch Internet Phone,TRUE,2,FALSE,12,TRUE,n/a,$600.00,$0,$0,$150.00,$0,$0,
UniBank,Interest Only Loan (Investor),http://www.infochoice.com.au/home-loans/unibank/interest-only-loan-40063/,FIXED,4.83,5.31,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Monthly,Reverts to Flexi Choice loan or can be split with other products on intro expiry.,1,30,$25000.00,$5000000.00,70%,70%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,Branch Internet Phone,TRUE,2,FALSE,12,TRUE,n/a,$600.00,$0,$0,$150.00,$0,$0,
UniBank,Interest Only Loan (Investor),http://www.infochoice.com.au/home-loans/unibank/interest-only-loan-40063/,FIXED,5.00,5.31,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Monthly,Reverts to Flexi Choice loan or can be split with other products on intro expiry.,1,30,$25000.00,$5000000.00,70%,70%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,Branch Internet Phone,TRUE,2,FALSE,12,TRUE,n/a,$600.00,$0,$0,$150.00,$0,$0,
UniBank,Interest Only Loan (Investor),http://www.infochoice.com.au/home-loans/unibank/interest-only-loan-40063/,FIXED,5.28,5.38,4 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Monthly,Reverts to Flexi Choice loan or can be split with other products on intro expiry.,1,30,$25000.00,$5000000.00,70%,70%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,Branch Internet Phone,TRUE,2,FALSE,12,TRUE,n/a,$600.00,$0,$0,$150.00,$0,$0,
UniBank,Interest Only Loan (Investor),http://www.infochoice.com.au/home-loans/unibank/interest-only-loan-40063/,FIXED,5.41,5.43,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Monthly,Reverts to Flexi Choice loan or can be split with other products on intro expiry.,1,30,$25000.00,$5000000.00,70%,70%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,Branch Internet Phone,TRUE,2,FALSE,12,TRUE,n/a,$600.00,$0,$0,$150.00,$0,$0,
Bank First,Complete Home Loan - Owner Occupied - First Home Buyer ≤80% LVR,http://www.infochoice.com.au/home-loans/bank-first/complete-home-loan-owner-occupied-first-home-buyer--lvr-41210/,FIXED,3.99,4.00,1 Year,3.99,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,0,30,$5000.00,$10000000.00,80%,80%,TRUE,TRUE,$600.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone,TRUE,8,FALSE,12,TRUE,n/a,$0,$0,$0,$0,$0,$350.00,
Bank First,Complete Home Loan - Owner Occupied - First Home Buyer ≤80% LVR,http://www.infochoice.com.au/home-loans/bank-first/complete-home-loan-owner-occupied-first-home-buyer--lvr-41210/,FIXED,3.99,4.00,2 Year,3.99,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,0,30,$5000.00,$10000000.00,80%,80%,TRUE,TRUE,$600.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone,TRUE,8,FALSE,12,TRUE,n/a,$0,$0,$0,$0,$0,$350.00,
Bank First,Complete Home Loan - Owner Occupied - First Home Buyer ≤80% LVR,http://www.infochoice.com.au/home-loans/bank-first/complete-home-loan-owner-occupied-first-home-buyer--lvr-41210/,FIXED,4.09,4.02,3 Year,3.99,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,0,30,$5000.00,$10000000.00,80%,80%,TRUE,TRUE,$600.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone,TRUE,8,FALSE,12,TRUE,n/a,$0,$0,$0,$0,$0,$350.00,
Bank First,Complete Home Loan - Owner Occupied - First Home Buyer ≤80% LVR,http://www.infochoice.com.au/home-loans/bank-first/complete-home-loan-owner-occupied-first-home-buyer--lvr-41210/,FIXED,4.64,4.22,4 Year,3.99,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,0,30,$5000.00,$10000000.00,80%,80%,TRUE,TRUE,$600.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone,TRUE,8,FALSE,12,TRUE,n/a,$0,$0,$0,$0,$0,$350.00,
Bank First,Complete Home Loan - Owner Occupied - First Home Buyer ≤80% LVR,http://www.infochoice.com.au/home-loans/bank-first/complete-home-loan-owner-occupied-first-home-buyer--lvr-41210/,FIXED,4.64,4.27,5 Year,3.99,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,0,30,$5000.00,$10000000.00,80%,80%,TRUE,TRUE,$600.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone,TRUE,8,FALSE,12,TRUE,n/a,$0,$0,$0,$0,$0,$350.00,
UniBank,Flexi Choice Loan (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/flexi-choice-loan-39511/,VARIABLE,5.36,5.41,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$1.00,$0,$0,Same business day,Branch Internet Phone,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$250.00,$150.00,$0,$0,
UniBank,Flexi Choice Loan (Investors),http://www.infochoice.com.au/home-loans/unibank/flexi-choice-loan-42578/,VARIABLE,5.36,5.41,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,85%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$1.00,$0,$0,Same business day,Branch Internet Phone,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$0,$150.00,$0,$0,
Bank First,Complete Home Loan - Investment ≤80% LVR,http://www.infochoice.com.au/home-loans/bank-first/complete-home-loan-investment--lvr-41212/,FIXED,4.34,4.52,1 Year,4.49,0,Variable,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,Available for 1-5 and 10 year terms. Monthly repayments only during interest only term. Capped at 10 years over the term of the loan.,0,30,$5000.00,$10000000.00,80%,80%,TRUE,TRUE,$600.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone,TRUE,8,FALSE,12,TRUE,n/a,$600.00,$0,$0,$0,$0,$350.00,
Bank First,Complete Home Loan - Investment ≤80% LVR,http://www.infochoice.com.au/home-loans/bank-first/complete-home-loan-investment--lvr-41212/,FIXED,4.34,4.51,2 Year,4.49,0,Variable,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,Available for 1-5 and 10 year terms. Monthly repayments only during interest only term. Capped at 10 years over the term of the loan.,0,30,$5000.00,$10000000.00,80%,80%,TRUE,TRUE,$600.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone,TRUE,8,FALSE,12,TRUE,n/a,$600.00,$0,$0,$0,$0,$350.00,
Bank First,Complete Home Loan - Investment ≤80% LVR,http://www.infochoice.com.au/home-loans/bank-first/complete-home-loan-investment--lvr-41212/,FIXED,4.39,4.51,3 Year,4.49,0,Variable,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,Available for 1-5 and 10 year terms. Monthly repayments only during interest only term. Capped at 10 years over the term of the loan.,0,30,$5000.00,$10000000.00,80%,80%,TRUE,TRUE,$600.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone,TRUE,8,FALSE,12,TRUE,n/a,$600.00,$0,$0,$0,$0,$350.00,
Bank First,Complete Home Loan - Investment ≤80% LVR,http://www.infochoice.com.au/home-loans/bank-first/complete-home-loan-investment--lvr-41212/,FIXED,4.94,4.69,4 Year,4.49,0,Variable,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,Available for 1-5 and 10 year terms. Monthly repayments only during interest only term. Capped at 10 years over the term of the loan.,0,30,$5000.00,$10000000.00,80%,80%,TRUE,TRUE,$600.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone,TRUE,8,FALSE,12,TRUE,n/a,$600.00,$0,$0,$0,$0,$350.00,
Bank First,Complete Home Loan - Investment ≤80% LVR,http://www.infochoice.com.au/home-loans/bank-first/complete-home-loan-investment--lvr-41212/,FIXED,4.94,4.72,5 Year,4.49,0,Variable,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,Available for 1-5 and 10 year terms. Monthly repayments only during interest only term. Capped at 10 years over the term of the loan.,0,30,$5000.00,$10000000.00,80%,80%,TRUE,TRUE,$600.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone,TRUE,8,FALSE,12,TRUE,n/a,$600.00,$0,$0,$0,$0,$350.00,
UniBank,Fixed Option Loan (Investors),http://www.infochoice.com.au/home-loans/unibank/fixed-option-loan-39974/,FIXED,4.34,5.31,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,85%,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$0,$150.00,$0,$0,
UniBank,Fixed Option Loan (Investors),http://www.infochoice.com.au/home-loans/unibank/fixed-option-loan-39974/,FIXED,4.43,5.24,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,85%,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$0,$150.00,$0,$0,
UniBank,Fixed Option Loan (Investors),http://www.infochoice.com.au/home-loans/unibank/fixed-option-loan-39974/,FIXED,4.60,5.20,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,85%,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$0,$150.00,$0,$0,
UniBank,Fixed Option Loan (Investors),http://www.infochoice.com.au/home-loans/unibank/fixed-option-loan-39974/,FIXED,4.88,5.24,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,85%,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$0,$150.00,$0,$0,
UniBank,Fixed Option Loan (Investors),http://www.infochoice.com.au/home-loans/unibank/fixed-option-loan-39974/,FIXED,5.01,5.26,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,85%,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$0,$150.00,$0,$0,
UniBank,Classic Home Loan,http://www.infochoice.com.au/home-loans/unibank/classic-home-loan-42577/,VARIABLE,3.65,3.70,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$1000000.00,80%,85%,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$0,$0,$0,Same business day,Branch Internet Phone,FALSE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$150.00,$0,$0,
UniBank,Solutions Plus Home Loan $150000 - $249999 where LVR >60 and <=80 Owner Occupier,http://www.infochoice.com.au/home-loans/unibank/solutions-plus-home-loan---where-lvr--and--owner-occupier-47650/,VARIABLE,4.24,4.49,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$249999.00,80%,80%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$1.00,$0,$0,Same business day,Branch Internet Phone,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$0,$150.00,$200.00,$0,
UniBank,Fixed Option Loan (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/fixed-option-loan-39510/,FIXED,3.79,5.26,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$250.00,$150.00,$0,$0,
UniBank,Fixed Option Loan (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/fixed-option-loan-39510/,FIXED,3.69,5.10,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$250.00,$150.00,$0,$0,
UniBank,Fixed Option Loan (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/fixed-option-loan-39510/,FIXED,3.79,4.99,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$250.00,$150.00,$0,$0,
UniBank,Fixed Option Loan (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/fixed-option-loan-39510/,FIXED,4.36,5.06,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$250.00,$150.00,$0,$0,
UniBank,Fixed Option Loan (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/fixed-option-loan-39510/,FIXED,4.49,5.05,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$25000.00,$5000000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$250.00,$150.00,$0,$0,
UniBank,Interest Only Loan (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/interest-only-loan-39515/,FIXED,4.44,5.28,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Monthly,Reverts to UniBank Flexi Choice loan or can be split with other products on intro expiry.,1,30,$25000.00,$5000000.00,80%,80%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$250.00,$150.00,$0,$0,
UniBank,Interest Only Loan (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/interest-only-loan-39515/,FIXED,4.38,5.23,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Monthly,Reverts to UniBank Flexi Choice loan or can be split with other products on intro expiry.,1,30,$25000.00,$5000000.00,80%,80%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$250.00,$150.00,$0,$0,
UniBank,Interest Only Loan (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/interest-only-loan-39515/,FIXED,4.50,5.18,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Monthly,Reverts to UniBank Flexi Choice loan or can be split with other products on intro expiry.,1,30,$25000.00,$5000000.00,80%,80%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$250.00,$150.00,$0,$0,
UniBank,Interest Only Loan (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/interest-only-loan-39515/,FIXED,4.76,5.20,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Monthly,Reverts to UniBank Flexi Choice loan or can be split with other products on intro expiry.,1,30,$25000.00,$5000000.00,80%,80%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$250.00,$150.00,$0,$0,
UniBank,Interest Only Loan (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/interest-only-loan-39515/,FIXED,4.89,5.21,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Monthly,Reverts to UniBank Flexi Choice loan or can be split with other products on intro expiry.,1,30,$25000.00,$5000000.00,80%,80%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$250.00,$150.00,$0,$0,
Virgin Money,Reward Me Home Loan Interest Only (Owner Occupier),http://www.infochoice.com.au/home-loans/virgin-money/reward-me-home-loan-interest-only-50023/,VARIABLE,4.34,,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,,,1,30,$500000.00,$749999.00,80%,80%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$150.00,$10.00,$0,
UniBank,Solutions Plus Home Loan $150000 - $249999 where LVR <= 60 (Owner Occupier),http://www.infochoice.com.au/home-loans/unibank/solutions-plus-home-loan---where-lvr---47648/,VARIABLE,3.79,4.05,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$249999.00,60%,60%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$1.00,$0,$0,Same business day,Branch Internet Phone,TRUE,2,FALSE,12,TRUE,$0,$600.00,$0,$0,$150.00,$200.00,$0,
Westpac,Variable Rate Investment Property Loan (Trading Bank only - conditions apply) Principal & Interest,http://www.infochoice.com.au/home-loans/westpac/variable-rate-investment-property-loan-principal--interest-23604/,VARIABLE,5.79,5.93,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$10000.00,$20000000.00,0%,60%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$0,$8.00,$0,
Virgin Money,Reward Me Home Loan Interest Only (Owner Occupier),http://www.infochoice.com.au/home-loans/virgin-money/reward-me-home-loan-interest-only-50024/,VARIABLE,4.29,,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,,,1,30,$750000.00,$20000000.00,80%,80%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$150.00,$10.00,$0,
Westpac,Rocket Repay Home Loan (Premier Advantage Package) Principal & Interest,http://www.infochoice.com.au/home-loans/westpac/rocket-repay-home-loan-principal--interest-46573/,VARIABLE,4.39,4.77,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$500000.00,$749999.00,80%,97%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Rocket Repay Home Loan (Premier Advantage Package) Principal & Interest,http://www.infochoice.com.au/home-loans/westpac/rocket-repay-home-loan-principal--interest-22093/,VARIABLE,4.44,4.82,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$250000.00,$499999.00,80%,97%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Rocket Repay Home Loan (Premier Advantage Package) Principal & Interest,http://www.infochoice.com.au/home-loans/westpac/rocket-repay-home-loan-principal--interest-22092/,VARIABLE,4.64,5.02,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$249999.00,80%,97%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Rocket Repay Home Loan (Premier Advantage Package) Interest Only,http://www.infochoice.com.au/home-loans/westpac/rocket-repay-home-loan-interest-only-46579/,VARIABLE,5.03,5.40,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,30,$250000.00,$499999.00,80%,97%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Rocket Repay Home Loan (Premier Advantage Package) Interest Only,http://www.infochoice.com.au/home-loans/westpac/rocket-repay-home-loan-interest-only-45814/,VARIABLE,5.23,5.60,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,30,$150000.00,$249999.00,80%,97%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Rocket Repay Home Loan (Premier Advantage Package) Principal & Interest,http://www.infochoice.com.au/home-loans/westpac/rocket-repay-home-loan-principal--interest-22095/,VARIABLE,4.34,4.72,0,0,0,Variable,ResidentialProperty,Owner Occupiers Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$750000.00,$20000000.00,80%,97%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Rocket Repay Home Loan (Premier Advantage Package) Interest Only,http://www.infochoice.com.au/home-loans/westpac/rocket-repay-home-loan-interest-only-22094/,VARIABLE,4.98,5.35,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,30,$250000.00,$749999.00,80%,97%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Rocket Repay Home Loan (Premier Advantage Package) Interest Only,http://www.infochoice.com.au/home-loans/westpac/rocket-repay-home-loan-interest-only-22096/,VARIABLE,4.93,5.30,0,0,0,Variable,ResidentialProperty,Owner Occupiers Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$750000.00,$20000000.00,80%,97%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$350.00,
UniBank,Interest Only Loan (Investor),http://www.infochoice.com.au/home-loans/unibank/interest-only-loan-40062/,VARIABLE,5.66,5.71,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Monthly,,1,30,$25000.00,$5000000.00,80%,80%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,Branch Internet Phone,TRUE,2,FALSE,12,TRUE,n/a,$600.00,$0,$0,$150.00,$0,$0,
Virgin Money,Reward Me Home Loan Interest Only (Owner Occupier),http://www.infochoice.com.au/home-loans/virgin-money/reward-me-home-loan-interest-only-50022/,VARIABLE,4.39,,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,,,1,30,$75000.00,$499999.00,80%,80%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$150.00,$10.00,$0,
Westpac,Rocket Repay Home Loan - Interest Only,http://www.infochoice.com.au/home-loans/westpac/rocket-repay-home-loan-interest-only-22097/,VARIABLE,5.83,5.97,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,30,$10000.00,$20000000.00,80%,97%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,3,FALSE,,FALSE,n/a,$600.00,$0,$0,$0,$8.00,$350.00,
Westpac,Rocket Investment Loan (Premier Advantage Package) Principal & Interest,http://www.infochoice.com.au/home-loans/westpac/rocket-investment-loan-principal--interest-22102/,VARIABLE,4.94,5.31,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$500000.00,$749999.00,80%,90%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Rocket Investment Loan (Premier Advantage Package) Principal & Interest,http://www.infochoice.com.au/home-loans/westpac/rocket-investment-loan-principal--interest-22101/,VARIABLE,5.19,5.56,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$249999.00,80%,90%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Rocket Repay Home Loan - Principal & Interest,http://www.infochoice.com.au/home-loans/westpac/rocket-repay-home-loan-principal--interest-1724/,VARIABLE,5.24,5.38,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$10000.00,$20000000.00,80%,97%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,TRUE,3,FALSE,0,FALSE,$0,$600.00,$0,$0,$0,$8.00,$350.00,
