Company,Product,url,Home Loan Type,Rate,Comparison Rate,Fixed Months,Revert Rate,Introductory Rate,Loan Type,Security Type,Availability,Repayment Options,Repayment Frequency,Interest Rate Notes,Min Loan Term,Max Loan Term,Min Loan Amount,Max Loan Amount,Max Loan to Value Ration (LVR),Max LVR with Mortgage Insurance,Extra Repayments,Loan is Transferable (Portable),Transfer Fee,Mortgage Offset Available,Mortgage Offset 100%,Mortgage Offset Rate,Redraw Available,Min Redraw Amount,Max Redraw Amount,Redraw Fee,Redraw Notice Period,Redraw Method,Split Available,Max No. of Accounts for Split,Separate Statements for Split,Statement Frequency,Fixed Option,Fee for Fixing,Application Fee,Legal Fee,Valuation Fee,Settlement Fee,Service Fee,Exit Fee
BankSA,Fixed Rate Home Loan for Residential Investment I/O,http://www.infochoice.com.au/home-loans/banksa/fixed-rate-home-loan-for-residential-investment-i/o-49058/,FIXED,4.60,6.14,2 Year,0,0,Fixed,,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$10000.00,$1000000.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$100.00,$10.00,$350.00,
BankSA,Fixed Rate Home Loan for Residential Investment I/O,http://www.infochoice.com.au/home-loans/banksa/fixed-rate-home-loan-for-residential-investment-i/o-49058/,FIXED,4.69,6.03,3 Year,0,0,Fixed,,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$10000.00,$1000000.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$100.00,$10.00,$350.00,
BankSA,Fixed Rate Home Loan for Residential Investment I/O,http://www.infochoice.com.au/home-loans/banksa/fixed-rate-home-loan-for-residential-investment-i/o-49058/,FIXED,5.34,6.13,4 Year,0,0,Fixed,,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$10000.00,$1000000.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$100.00,$10.00,$350.00,
BankSA,Fixed Rate Home Loan for Residential Investment I/O,http://www.infochoice.com.au/home-loans/banksa/fixed-rate-home-loan-for-residential-investment-i/o-49058/,FIXED,5.34,6.06,5 Year,0,0,Fixed,,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$10000.00,$1000000.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$100.00,$10.00,$350.00,
Bank of Queensland,3 Year fixed discount rate Home Loan Privileges Package $150k plus (INV) (fixed),http://www.infochoice.com.au/home-loans/bank-of-queensland/-year-fixed-discount-rate-home-loan-privileges-package-k-plus-47133/,FIXED,4.14,5.65,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,3,30,$150000.00,$9999999.00,80%,80%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$320.00,
Bank of Queensland,2 year fixed discounted rate $150k plus (OO) (fixed),http://www.infochoice.com.au/home-loans/bank-of-queensland/-year-fixed-discounted-rate-k-plus-50741/,FIXED,3.85,4.51,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,2,30,$150000.00,$9999999.00,80%,80%,FALSE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,TRUE,2,FALSE,n/a,$300.00,$0,$0,$150.00,$10.00,$320.00,
Bank of Queensland,2 year fixed discounted rate $150k plus (INV) (fixed),http://www.infochoice.com.au/home-loans/bank-of-queensland/-year-fixed-discounted-rate-k-plus-50739/,FIXED,4.04,5.00,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,2,30,$150000.00,$9999999.00,80%,80%,FALSE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,TRUE,2,FALSE,n/a,$300.00,$0,$0,$150.00,$10.00,$320.00,
Bank of Queensland,2 Year fixed discount rate Home Loan Privileges Package $150k plus (OO) (fixed),http://www.infochoice.com.au/home-loans/bank-of-queensland/-year-fixed-discount-rate-home-loan-privileges-package-k-plus-50742/,FIXED,3.85,5.27,2 Year,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,2,30,$150000.00,$9999999.00,80%,80%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,TRUE,2,FALSE,n/a,$0,$0,$0,$150.00,$395.00,$320.00,
Bank of Queensland,2 Year fixed discount rate Home Loan Privileges Package $150k plus (INV) (fixed),http://www.infochoice.com.au/home-loans/bank-of-queensland/-year-fixed-discount-rate-home-loan-privileges-package-k-plus-50740/,FIXED,4.04,5.75,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,2,30,$150000.00,$9999999.00,80%,80%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,TRUE,2,FALSE,n/a,$0,$0,$0,$150.00,$395.00,$320.00,
Bank of Queensland,1 Year Interest Prepaid Investment Fixed Rate Loan,http://www.infochoice.com.au/home-loans/bank-of-queensland/-year-interest-prepaid-investment-fixed-rate-loan-37984/,FIXED,4.45,6.04,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,,,1,5,$1.00,$9999999.00,80%,90%,FALSE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$150.00,$0,$320.00,
Bank of Queensland,Investment Home Loan Privileges Package $150000 to $250000,http://www.infochoice.com.au/home-loans/bank-of-queensland/investment-home-loan-privileges-package--to--39750/,FIXED,4.65,5.96,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$249999.99,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,TRUE,2,FALSE,n/a,$0,$0,$0,$150.00,$395.00,$320.00,
Bank of Queensland,Investment Home Loan Privileges Package $150000 to $250000,http://www.infochoice.com.au/home-loans/bank-of-queensland/investment-home-loan-privileges-package--to--39750/,FIXED,4.44,5.83,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$249999.99,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,TRUE,2,FALSE,n/a,$0,$0,$0,$150.00,$395.00,$320.00,
Bank of Queensland,Investment Home Loan Privileges Package $150000 to $250000,http://www.infochoice.com.au/home-loans/bank-of-queensland/investment-home-loan-privileges-package--to--39750/,FIXED,4.39,5.71,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$249999.99,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,TRUE,2,FALSE,n/a,$0,$0,$0,$150.00,$395.00,$320.00,
Bank of Queensland,Investment Home Loan Privileges Package $150000 to $250000,http://www.infochoice.com.au/home-loans/bank-of-queensland/investment-home-loan-privileges-package--to--39750/,FIXED,4.39,5.61,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$249999.99,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,TRUE,2,FALSE,n/a,$0,$0,$0,$150.00,$395.00,$320.00,
Bank of Queensland,Investment Home Loan Privileges Package $150000 to $250000,http://www.infochoice.com.au/home-loans/bank-of-queensland/investment-home-loan-privileges-package--to--39750/,FIXED,4.49,5.56,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$249999.99,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,TRUE,2,FALSE,n/a,$0,$0,$0,$150.00,$395.00,$320.00,
Bank of Queensland,1 Year Fixed Discount Rate Home Loan Privileges Package $150k plus,http://www.infochoice.com.au/home-loans/bank-of-queensland/-year-fixed-discount-rate-home-loan-privileges-package-k-plus-52513/,FIXED,3.54,4.54,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$9999999.00,80%,80%,FALSE,TRUE,$300.00,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$350.00,$250.00,$150.00,$395.00,$320.00,
Bank of Queensland,Investment Home Loan Privileges Package $1000000+,http://www.infochoice.com.au/home-loans/bank-of-queensland/investment-home-loan-privileges-package--39728/,VARIABLE,5.28,5.67,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$1000000.00,$9999999.00,80%,90%,FALSE,TRUE,$0,TRUE,TRUE,0%,TRUE,$100.00,$0,$0,,,TRUE,n/a,TRUE,2,TRUE,n/a,$0,$0,$0,$150.00,$395.00,$320.00,
Delphi Bank,Fixed Rate Home Loans - Owner Occupied,http://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-owner-occupied-17974/,FIXED,4.54,5.34,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Monthly,,1,30,$30000.00,$10000000.00,80%,90%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$250.00,$440.00,$330.00,$150.00,$6.00,$0,
Delphi Bank,Fixed Rate Home Loans - Owner Occupied,http://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-owner-occupied-17974/,FIXED,4.24,5.21,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Monthly,,1,30,$30000.00,$10000000.00,80%,90%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$250.00,$440.00,$330.00,$150.00,$6.00,$0,
Delphi Bank,Fixed Rate Home Loans - Owner Occupied,http://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-owner-occupied-17974/,FIXED,4.34,5.15,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Monthly,,1,30,$30000.00,$10000000.00,80%,90%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$250.00,$440.00,$330.00,$150.00,$6.00,$0,
Delphi Bank,Fixed Rate Home Loans - Owner Occupied,http://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-owner-occupied-17974/,FIXED,4.74,5.22,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Monthly,,1,30,$30000.00,$10000000.00,80%,90%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$250.00,$440.00,$330.00,$150.00,$6.00,$0,
Delphi Bank,Fixed Rate Home Loans - Owner Occupied,http://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-owner-occupied-17974/,FIXED,4.74,5.18,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Monthly,,1,30,$30000.00,$10000000.00,80%,90%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$250.00,$440.00,$330.00,$150.00,$6.00,$0,
Delphi Bank,Complete Home Loan - Standard,http://www.infochoice.com.au/home-loans/delphi-bank/complete-home-loan-standard-17605/,VARIABLE,5.37,5.49,0,0,0,Variable,ResidentialProperty,Owner Occupiers Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$30000.00,$10000000.00,80%,90%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$1000.00,$0,$30.00,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$0,$440.00,$330.00,$150.00,$6.00,$0,
Bank of Queensland,First-Start Home Loan Interest Only,http://www.infochoice.com.au/home-loans/bank-of-queensland/first-start-home-loan-interest-only-50720/,VARIABLE,5.71,5.61,0,0,5.01,Intro,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,0,30,$0,$9999999.00,80%,80%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,Internet,TRUE,n/a,TRUE,2,TRUE,$300.00,$495.00,$0,$0,$150.00,$10.00,$320.00,
Bank of us,Topline Resi Invest Loan <80% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/topline-resi-invest-loan--lvr-41956/,VARIABLE,4.69,4.73,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,Given the product minimum amount the above Comparison Rate has been calculated on a loan amount of $150000.00 over a period of 25 years.,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$0,$0,
Delphi Bank,Fixed Rate Home Loans - Residential Investment,http://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-residential-investment-42678/,FIXED,4.69,5.60,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest Interest Only,Monthly,,1,30,$30000.00,$10000000.00,80%,90%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$250.00,$440.00,$330.00,$150.00,$6.00,$0,
Delphi Bank,Fixed Rate Home Loans - Residential Investment,http://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-residential-investment-42678/,FIXED,4.39,5.44,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest Interest Only,Monthly,,1,30,$30000.00,$10000000.00,80%,90%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$250.00,$440.00,$330.00,$150.00,$6.00,$0,
Delphi Bank,Fixed Rate Home Loans - Residential Investment,http://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-residential-investment-42678/,FIXED,4.49,5.36,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest Interest Only,Monthly,,1,30,$30000.00,$10000000.00,80%,90%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$250.00,$440.00,$330.00,$150.00,$6.00,$0,
Delphi Bank,Fixed Rate Home Loans - Residential Investment,http://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-residential-investment-42678/,FIXED,4.89,5.44,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest Interest Only,Monthly,,1,30,$30000.00,$10000000.00,80%,90%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$250.00,$440.00,$330.00,$150.00,$6.00,$0,
Delphi Bank,Fixed Rate Home Loans - Residential Investment,http://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-residential-investment-42678/,FIXED,4.89,5.39,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest Interest Only,Monthly,,1,30,$30000.00,$10000000.00,80%,90%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$250.00,$440.00,$330.00,$150.00,$6.00,$0,
Bank of us,Topline Resi Invest Loan >80%<90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/topline-resi-invest-loan--lvr-51213/,VARIABLE,4.89,4.93,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$200.00,$0,$0,Same business day,ATM,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$0,$0,
Bank of us,Topline Home Loan < 80% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/topline-home-loan---lvr-1867/,VARIABLE,4.09,4.11,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,TRUE,2,FALSE,,FALSE,n/a,$0,$0,$0,$250.00,$0,$0,
Bank of Queensland,Line of Credit HLPP $250000 to $1000000,http://www.infochoice.com.au/home-loans/bank-of-queensland/line-of-credit-hlpp--to--2303/,VARIABLE,6.19,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,0,30,$250000.00,$999999.99,80%,80%,TRUE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,0,FALSE,0,FALSE,$0,$0,$0,$0,$150.00,$395.00,$320.00,
Bank of us,FlexiLine - Line of Credit,http://www.infochoice.com.au/home-loans/bank-of-us/flexiline-line-of-credit-20430/,VARIABLE,5.22,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$250.00,$10.00,$0,
Bank of Queensland,Line of Credit Owner Occupied,http://www.infochoice.com.au/home-loans/bank-of-queensland/line-of-credit-owner-occupied-2310/,VARIABLE,7.19,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,0,30,$25000.00,$9999999.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,0,FALSE,0,FALSE,$0,$495.00,$0,$0,$150.00,$10.00,$320.00,
Bank of us,FlexiDiscount Variable Rate Loan >80%<90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-variable-rate-loan--lvr-51216/,VARIABLE,4.09,4.11,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,FALSE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,TRUE,2,FALSE,,FALSE,n/a,$0,$0,$0,$250.00,$0,$0,
Bank of us,FlexiLine - Line of Credit RI,http://www.infochoice.com.au/home-loans/bank-of-us/flexiline-line-of-credit-ri-41959/,VARIABLE,5.52,,0,0,0,HomeEquity,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$10.00,$0,
Bank of us,FlexiDiscount Fixed Rate Loan >90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan--lvr-48767/,FIXED,4.69,4.27,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$0,$0,
Bank of us,FlexiDiscount Fixed Rate Loan >90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan--lvr-48767/,FIXED,4.59,4.30,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$0,$0,
Bank of us,FlexiDiscount Fixed Rate Loan >90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan--lvr-48767/,FIXED,4.79,4.38,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$0,$0,
Bank of Queensland,3 Year fixed discount rate Home Loan Privileges Package $150k plus (OO) (fixed),http://www.infochoice.com.au/home-loans/bank-of-queensland/-year-fixed-discount-rate-home-loan-privileges-package-k-plus-47134/,FIXED,3.87,5.17,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,3,30,$150000.00,$9999999.00,80%,80%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$320.00,
Bank of us,FlexiDiscount Fixed Rate Loan <80% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan--lvr-47351/,FIXED,4.09,3.82,1 Year,0,0,Fixed,,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,TRUE,2,FALSE,,FALSE,n/a,$0,$0,$0,$0,$0,$0,
Bank of us,FlexiDiscount Fixed Rate Loan <80% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan--lvr-47351/,FIXED,3.79,3.79,2 Year,0,0,Fixed,,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,TRUE,2,FALSE,,FALSE,n/a,$0,$0,$0,$0,$0,$0,
Bank of us,FlexiDiscount Fixed Rate Loan <80% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan--lvr-47351/,FIXED,4.19,3.89,3 Year,0,0,Fixed,,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,TRUE,2,FALSE,,FALSE,n/a,$0,$0,$0,$0,$0,$0,
Bank of us,FlexiDiscount Fixed Rate Loan >80% <90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan---lvr-5504/,FIXED,4.59,4.15,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,TRUE,2,FALSE,,FALSE,n/a,$0,$0,$0,$250.00,$0,$0,
Bank of us,FlexiDiscount Fixed Rate Loan >80% <90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan---lvr-5504/,FIXED,4.49,4.18,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,TRUE,2,FALSE,,FALSE,n/a,$0,$0,$0,$250.00,$0,$0,
Bank of us,FlexiDiscount Fixed Rate Loan >80% <90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan---lvr-5504/,FIXED,4.69,4.26,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,TRUE,2,FALSE,,FALSE,n/a,$0,$0,$0,$250.00,$0,$0,
Bank of us,FlexiChoice Variable Rate Resi Invest Loan <80% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-variable-rate-resi-invest-loan--lvr-1687/,VARIABLE,5.52,5.67,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$10.00,$0,
Bank of us,FlexiChoice Variable Rate Resi Inv Loan >90% LVR ,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-variable-rate-resi-inv-loan--lvr-41960/,VARIABLE,5.52,5.71,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$325.00,$275.00,$250.00,$10.00,$0,
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan >90% LVR ,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan--lvr-48768/,FIXED,5.29,5.69,1 Year,0,0,Fixed,,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$325.00,$275.00,$250.00,$10.00,$0,
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan >90% LVR ,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan--lvr-48768/,FIXED,5.19,5.65,2 Year,0,0,Fixed,,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$325.00,$275.00,$250.00,$10.00,$0,
