rc_id,if_id,mz_id,company,variationname,rc_value,other_value
9f51254a-413c-4e4c-a220-b6f154fbedcd,390114,22794,Aussie,Select Basic Investment Loan Fixed (Principal and Interest) 4 Years,False,FALSE
52a24eeb-01fc-4e2f-b62f-408ab1ba609e,390115,22795,Aussie,Select Basic Investment Loan Fixed (Principal and Interest) 5 Years,False,FALSE
8b5805f9-43b7-4b4e-9d37-3ae69c2b53b1,390111,22791,Aussie,Select Basic Investment Loan Fixed (Principal and Interest) 1 Year,False,FALSE
d550141e-6a75-4a7b-a4de-eaf0474af53d,237812,28522,Aussie,Select Basic Home Loan Fixed (Principal and Interest) 2 Years (LVR 80%-95%),False,FALSE
62185922-e408-4511-9dec-907293c70436,237811,28521,Aussie,Select Basic Home Loan Fixed (Principal and Interest) 1 Year (LVR 80%-95%),False,FALSE
319b0d8d-cd58-44fe-a700-245049891c67,511990,4665,Aussie,IQ Basic Investment Loan (Principal and Interest) (LVR < 70%),False,FALSE
d79ee1b9-7370-4e05-810e-4dae02b35ab3,512050,4664,Aussie,IQ Basic Investment Loan (Interest Only) (LVR < 70%),False,FALSE
af70c878-0409-48bc-b5bc-44ee55722a6b,512000,4662,Aussie,IQ Basic Home Loan (Principal and Interest) (LVR < 70%),False,FALSE
26ccde3d-1fe7-4b1c-864a-d4f09e28e6cd,344240,595,Aussie,IQ Basic Home Loan (Principal and Interest) (LVR 80%-90%),False,FALSE
7d6ce282-d759-434d-bc3e-1844aa5f8db4,512010,1801,Aussie,IQ Basic Home Loan (Interest Only) (LVR < 70%),False,FALSE
0ff6b50f-8d84-4256-835f-3a569f3ecdbe,160210,1961,Aussie,IQ Offset Investment Loan (Principal and Interest) (LVR 80%-90%),True,TRUE
d2f29260-7110-4523-a5be-eae98cbc186b,160200,2164,Aussie,IQ Offset Investment Loan (Principal and Interest) (LVR 70%-80%),True,TRUE
0819e589-c38d-415f-8741-75d2ddd5ed13,399250,2710,Aussie,IQ Offset Investment Loan (Interest Only) (LVR 70%-80%) ,True,TRUE
cdf84ec2-d264-4090-9eae-f4b42d035ca4,358130,1805,Aussie,IQ Offset Home Loan (Principal and Interest) (LVR 90%-95%),True,TRUE
74df4044-d7d2-4e0a-b0c3-2bf85ae22480,511910,4659,Aussie,IQ Offset Home Loan (Principal and Interest) (LVR < 70%),True,TRUE
8d890665-95e5-409b-9415-d3d65a14165e,358120,4842,Aussie,IQ Offset Home Loan (Interest Only) (LVR 70%-80%),True,TRUE
65dab13f-5bb0-4d19-8e70-c8de048ffdc5,524734,15384,Aussie,IQ Offset Home Loan Fixed (Principal and Interest) 4 Years (LVR 70%-80%),False,FALSE
94c7c743-1b37-4fa1-afe3-95414f5bb033,524732,15382,Aussie,IQ Offset Home Loan Fixed (Principal and Interest) 2 Years (LVR 70%-80%),False,FALSE
dafbacd2-2aa1-4fb9-821f-ac1a3686904a,524751,18631,Aussie,IQ Basic Investment Loan Fixed (Principal and Interest) 1 Year (LVR 80%-95%),False,FALSE
a9ae51c0-3364-476c-b774-807f0de94070,524744,18634,Aussie,IQ Basic Investment Loan Fixed (Principal and Interest) 4 Years (LVR 70%-80%),False,FALSE
f02b5736-2aa9-4987-ba43-a6fb10a896bb,516153,50013,Aussie,IQ Basic Investment Loan Fixed (Interest Only) 3 Years (LVR 70%-80%),False,FALSE
13705bec-0f58-48a5-a922-7d971f73016d,516154,50014,Aussie,IQ Basic Investment Loan Fixed (Interest Only) 4 Years (LVR 70%-80%),False,FALSE
842cc8bc-8c73-4644-b80a-c27dbd88c59e,516151,50011,Aussie,IQ Basic Investment Loan Fixed (Interest Only) 1 Year (LVR 70%-80%),False,FALSE
3c22700d-5611-410c-aeb5-f97269b934e6,406502,27052,Aussie,IQ Basic Investment Loan Fixed (Interest Only) 2 Years (LVR < 70%),False,FALSE
a4c3fd23-c34e-46f0-a81b-faa919a93b73,406504,27054,Aussie,IQ Basic Investment Loan Fixed (Interest Only) 4 Years (LVR < 70%),False,FALSE
c9e889e8-aaa0-4913-86b5-22b99fc44b5b,516183,49983,Aussie,IQ Basic Home Loan Fixed (Principal and Interest) 3 Years (LVR 80%-95%),False,FALSE
c721a6fc-1427-452a-823b-18fc54394a9d,524725,1765,Aussie,IQ Basic Home Loan Fixed (Principal and Interest) 5 Years (LVR 70%-80%),False,FALSE
a574a587-2e4e-4f40-881a-4d31b2cda0db,516184,49984,Aussie,IQ Basic Home Loan Fixed (Principal and Interest) 4 Years (LVR 80%-95%),False,FALSE
8379ca3e-d99c-46c4-a33c-79dbdac59d22,524724,1764,Aussie,IQ Basic Home Loan Fixed (Principal and Interest) 4 Years (LVR 70%-80%),False,FALSE
fd383b31-fb8b-409f-8409-feb3b2acf4a9,524722,1762,Aussie,IQ Basic Home Loan Fixed (Principal and Interest) 2 Years (LVR 70%-80%),False,FALSE
37a615a3-3315-4563-b71c-992a33ddaaf2,516174,49994,Aussie,IQ Basic Home Loan Fixed (Interest Only) 4 Years (LVR 70%-80%),False,FALSE
dab13f78-b159-447f-b32c-cb8b4aa4541c,516175,49995,Aussie,IQ Basic Home Loan Fixed (Interest Only) 5 Years (LVR 70%-80%),False,FALSE
dcd326da-0ac9-4583-ac82-266582c9f3c1,406493,27043,Aussie,IQ Basic Home Loan Fixed (Interest Only) 3 Years (LVR < 70%),False,FALSE
055982bb-5c35-4521-adc7-3ac840d6b1e9,406491,27041,Aussie,IQ Basic Home Loan Fixed (Interest Only) 1 Year (LVR < 70%),False,FALSE
