Company,Product,url,Home Loan Type,Rate,CodeID,Comparison Rate,Fixed Months,Revert Rate,Introductory Rate,Loan Type,Security Type,Availability,Repayment Options,Repayment Frequency,Interest Rate Notes,Min Loan Term,Max Loan Term,Min Loan Amount,Max Loan Amount,Extra Repayments,Loan is Transferable (Portable),Transfer Fee,Mortgage Offset Available,Mortgage Offset 100%,Mortgage Offset Rate,Redraw Available,Min Redraw Amount,Max Redraw Amount,Redraw Fee,Redraw Notice Period,Redraw Method,Redraw Notes & Comments,Application Fee,Legal Fee,Valuation Fee,Settlement Fee,Service Fee,Exit Fee,Early Termination Fee
Aussie,Aussie Select Line of Credit (LVR <=80%) $500k-$999k (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-line-of-credit-38956,VARIABLE,4.64,38956,,0,0,0,HomeEquity,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours, Internet Phone BPay,,$0,$330.00,$0,$0,$15.00,$535.00,
Aussie,Aussie Select Line of Credit (LVR <=80%) $500k-$999k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-line-of-credit-k-k-35939,VARIABLE,4.14,35939,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$15.00,$535.00,
Aussie,Aussie Select Line of Credit (LVR <=80%) $350k-$499k (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-line-of-credit-38954,VARIABLE,4.64,38954,,0,0,0,HomeEquity,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,10,30,"$350,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$15.00,$535.00,
Aussie,Aussie Select Line of Credit (LVR <=80%) $350k-$499k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-line-of-credit-k-k-35938,VARIABLE,4.14,35938,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,10,30,"$350,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$15.00,$535.00,
Aussie,Aussie Select Line of Credit (LVR <=80%) $1Mil+ (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-line-of-credit-38952,VARIABLE,4.64,38952,,0,0,0,HomeEquity,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,10,30,"$1,000,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours, Internet Phone BPay,,$0,$330.00,$0,$0,$15.00,$535.00,
Aussie,Aussie Select Line of Credit (LVR <=80%) $1Mil+,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-line-of-credit-mil-35940,VARIABLE,4.14,35940,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,10,30,"$1,000,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$15.00,$535.00,
Aussie,Aussie Select Line of Credit (LVR <=80%) $100k-$349k (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-line-of-credit-38950,VARIABLE,4.64,38950,,0,0,0,HomeEquity,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$349,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours, Internet Phone BPay,,$0,$330.00,$0,$0,$15.00,$535.00,
Aussie,Aussie Select Line of Credit (LVR <=80%) $100k-$349k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-line-of-credit-k-k-35937,VARIABLE,4.14,35937,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$349,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$15.00,$535.00,
Aussie,Aussie Select Line of Credit,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-line-of-credit-23783,VARIABLE,3.89,23783,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$5,000,000.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet BPay,,$0,$363.00,$0,$0,$15.00,$535.00,
Aussie,Aussie Select Basic Variable Interest Only (LVR <=80%) $500k-$999k (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-interest-only-52383,VARIABLE,4.64,52383,4.65,0,0,0,Basic,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$363.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable Interest Only (LVR <=80%) $500k-$999k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-interest-only-k-k-52374,VARIABLE,4.14,52374,4.15,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$0,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable Interest Only (LVR <=80%) $350k-$499k (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-interest-only-52382,VARIABLE,4.64,52382,4.65,0,0,0,Basic,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,"$350,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable Interest Only (LVR <=80%) $350k-$499k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-interest-only-k-k-52373,VARIABLE,4.14,52373,4.15,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,10,30,"$350,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$0,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable Interest Only (LVR <=80%) $1Mil+ (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-interest-only-52381,VARIABLE,4.64,52381,4.65,0,0,0,Basic,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$349,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable Interest Only (LVR <=80%) $1Mil+,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-interest-only-mil-52375,VARIABLE,4.14,52375,4.15,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,10,30,"$1,000,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable Interest Only (LVR <=80%) $100k-$349k (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-interest-only-52379,VARIABLE,4.64,52379,4.65,0,0,0,Basic,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$349,999.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$15.00,$535.00,
Aussie,Aussie Select Basic Variable (LVR >90%) $500k-$999k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-k-k-35825,VARIABLE,3.99,35825,4,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$363.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR >90%) $350k-$499k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-k-k-35819,VARIABLE,3.99,35819,4,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$350,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$363.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR >90%) $1Mil+,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-mil-35824,VARIABLE,3.99,35824,4,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$1,000,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$363.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR >90%) $100k-$349k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-k-k-23773,VARIABLE,3.99,23773,4,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$349,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$363.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR <=70%) $500k-$999k (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-38932,VARIABLE,4.09,38932,4.1,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$363.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR <=70%) $500k-$999k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-k-k-35820,VARIABLE,3.69,35820,3.7,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR <=70%) $350k-$499k (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-38930,VARIABLE,4.09,38930,4.1,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$350,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR <=70%) $350k-$499k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-k-k-35817,VARIABLE,3.69,35817,3.7,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$350,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR <=70%) $1Mil+ (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-38928,VARIABLE,4.09,38928,4.1,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$1,000,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR <=70%) $1Mil+,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-mil-35821,VARIABLE,3.69,35821,3.7,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$1,000,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR <=70%) $100k-$349k (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-38925,VARIABLE,4.09,38925,4.1,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$349,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR <=70%) $100k-$349k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-k-k-23770,VARIABLE,3.69,23770,3.7,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$349,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,Internet Phone BPay,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Interest Only Fixed Rate,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-interest-only-fixed-rate-52365,FIXED,4.19%,52365,4.16%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$5,000,000.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Interest Only Fixed Rate,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-interest-only-fixed-rate-52365,FIXED,4.19%,52365,4.16%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$5,000,000.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Interest Only Fixed Rate,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-interest-only-fixed-rate-52365,FIXED,4.29%,52365,4.19%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$5,000,000.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Interest Only Fixed Rate,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-interest-only-fixed-rate-52365,FIXED,4.59%,52365,4.31%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$5,000,000.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Interest Only Fixed Rate,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-interest-only-fixed-rate-52365,FIXED,4.69%,52365,4.38%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$5,000,000.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate Interest Only (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-interest-only-52390,FIXED,4.29%,52390,4.71%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate Interest Only (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-interest-only-52390,FIXED,4.29%,52390,4.67%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate Interest Only (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-interest-only-52390,FIXED,4.39%,52390,4.66%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate Interest Only (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-interest-only-52390,FIXED,4.69%,52390,4.73%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate Interest Only (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-interest-only-52390,FIXED,4.79%,52390,4.77%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-39011,FIXED,4.19%,39011,4.29%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-39011,FIXED,4.19%,39011,4.28%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-39011,FIXED,4.29%,39011,4.28%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-39011,FIXED,4.49%,39011,4.37%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-39011,FIXED,4.59%,39011,4.43%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$100,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-23781,FIXED,3.89%,23781,3.99%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$100,000.00","$5,000,000.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-23781,FIXED,3.99%,23781,4.00%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$100,000.00","$5,000,000.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-23781,FIXED,4.09%,23781,4.03%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$100,000.00","$5,000,000.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-23781,FIXED,4.39%,23781,4.14%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$100,000.00","$5,000,000.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Fixed Rate,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-fixed-rate-23781,FIXED,4.49%,23781,4.21%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$100,000.00","$5,000,000.00",TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR 70.01% - 80%) $500k-$999k (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-52949,VARIABLE,4.19,52949,4.2,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR 70.01% - 80%) $500k-$999k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-k-k-52950,VARIABLE,3.69,52950,3.7,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$999,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR 70.01% - 80%) $350k-$499k (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-52947,VARIABLE,4.19,52947,4.2,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$350,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR 70.01% - 80%) $350k-$499k,https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-k-k-52948,VARIABLE,3.69,52948,3.7,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$350,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,24 Hours,,,$0,$330.00,$0,$0,$0,$535.00,
Aussie,Aussie Select Basic Variable (LVR 70.01% - 80%) $1Mil+ (Investment),https://www.infochoice.com.au/home-loans/aussie/residential-mortgage-group-pty-ltd-aussie-select-basic-variable-52945,VARIABLE,4.19,52945,4.2,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$1,000,000.00","$5,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$100.00,$0,$0,,,,$0,$330.00,$0,$0,$0,$535.00,
