Company,Product,url,Home Loan Type,Rate,CodeID,Comparison Rate,Fixed Months,Revert Rate,Introductory Rate,Loan Type,Security Type,Availability,Repayment Options,Repayment Frequency,Interest Rate Notes,Min Loan Term,Max Loan Term,Min Loan Amount,Max Loan Amount,Extra Repayments,Loan is Transferable (Portable),Transfer Fee,Mortgage Offset Available,Mortgage Offset 100%,Mortgage Offset Rate,Redraw Available,Min Redraw Amount,Max Redraw Amount,Redraw Fee,Redraw Notice Period,Redraw Method,Redraw Notes & Comments,Application Fee,Legal Fee,Valuation Fee,Settlement Fee,Service Fee,Exit Fee,Early Termination Fee
Mortgage House,Advantage Fixed Rate Offset Home Loan,https://www.infochoice.com.au/home-loans/mortgage-house/advantage-fixed-rate-offset-home-loan-24021,FIXED,4.35%,24021,%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,5,30,"$10,000.00","$5,000,000.00",TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,Internet,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House,Advantage Fixed Rate Offset Home Loan,https://www.infochoice.com.au/home-loans/mortgage-house/advantage-fixed-rate-offset-home-loan-24021,FIXED,4.48%,24021,%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,5,30,"$10,000.00","$5,000,000.00",TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,Internet,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House,Advantage Fixed Rate Offset Home Loan,https://www.infochoice.com.au/home-loans/mortgage-house/advantage-fixed-rate-offset-home-loan-24021,FIXED,4.60%,24021,%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,5,30,"$10,000.00","$5,000,000.00",TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,Internet,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House,Advantage Fixed Rate Offset Home Loan,https://www.infochoice.com.au/home-loans/mortgage-house/advantage-fixed-rate-offset-home-loan-24021,FIXED,4.70%,24021,%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,5,30,"$10,000.00","$5,000,000.00",TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,Internet,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House,Advantage Discounted Variable 80,https://www.infochoice.com.au/home-loans/mortgage-house/advantage-discounted-variable--42295,VARIABLE,3.82,42295,4.12,0,0,0,Intro,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,7,30,"$500,000.00","$5,000,000.00",TRUE,TRUE,$595.00,TRUE,FALSE,0%,TRUE,$1.00,$0,$0,24 Hours,,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House,Advantage 3 and 5 Year Fixed Rate Owner Occupier,https://www.infochoice.com.au/home-loans/mortgage-house/advantage--and--year-fixed-rate-owner-occupier-40665,FIXED,4.48%,40665,%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Fortnightly Monthly,,5,30,"$10,000.00","$5,000,000.00",TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House,Advantage 3 and 5 Year Fixed Rate Owner Occupier,https://www.infochoice.com.au/home-loans/mortgage-house/advantage--and--year-fixed-rate-owner-occupier-40665,FIXED,4.70%,40665,%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Fortnightly Monthly,,5,30,"$10,000.00","$5,000,000.00",TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House,Advantage 3 and 5 Year Fixed Rate Investment,https://www.infochoice.com.au/home-loans/mortgage-house/advantage--and--year-fixed-rate-investment-42294,FIXED,4.63%,42294,%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest  Interest Only,Fortnightly Monthly,,5,30,"$10,000.00","$5,000,000.00",TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House,Advantage 3 and 5 Year Fixed Rate Investment,https://www.infochoice.com.au/home-loans/mortgage-house/advantage--and--year-fixed-rate-investment-42294,FIXED,4.80%,42294,%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest  Interest Only,Fortnightly Monthly,,5,30,"$10,000.00","$5,000,000.00",TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House,Advantage 1-Year Fixed-Rate Home Loan,https://www.infochoice.com.au/home-loans/mortgage-house/advantage--year-fixed-rate-home-loan-41111,FIXED,4.17%,41111,%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,5,30,"$10,000.00","$5,000,000.00",TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,Internet,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House - Advantage,Special 2 Years Fixed Rate Home Loan,https://www.infochoice.com.au/home-loans/mortgage-house/advantage-special--years-fixed-rate-home-loan-50658,FIXED,3.87%,50658,4.03%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,7,30,"$500,000.00",$0,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$0,$395.00,$300.00,$399.00,$10.00,$450.00,
Mortgage House - Advantage Essentials Home Loan 80,Special,https://www.infochoice.com.au/home-loans/mortgage-house/advantage-essentials-home-loan--special-42845,VARIABLE,3.82,42845,3.96,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,7,30,"$150,000.00","$5,000,000.00",TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,ATM,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House - Advantage Essentials Home Loan 95,Special,https://www.infochoice.com.au/home-loans/mortgage-house/advantage-essentials-home-loan--special-42846,VARIABLE,4.09,42846,4.15,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,7,30,"$150,000.00","$5,000,000.00",TRUE,TRUE,$595.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,ATM,,$0,$395.00,$0,$200.00,$10.00,$450.00,
Mortgage House - Essentials Special Variable Home Loan (PAYG,Special),https://www.infochoice.com.au/home-loans/mortgage-house/essentials-special-variable-home-loan-45145,VARIABLE,3.59,45145,,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,7,30,"$50,000.00","$500,000.00",TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$0,$0,$0,24 Hours,Internet,,$0,$0,$0,$395.00,$395.00,$500.00,
Mortgage House - Moneyer - Pure & Simple Summer (30,PAYG),https://www.infochoice.com.au/home-loans/mortgage-house/moneyer-pure--simple-summer-46722,VARIABLE,3.44,46722,3.44,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$250,000.00","$500,000.00",TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$0,$0,$0,24 Hours,,,$0,$0,$0,$0,$0,$0,
MOVE - People Driven Banking,Wealth Builder Loan,https://www.infochoice.com.au/home-loans/move-people-driven-banking/wealth-builder-loan-26603,VARIABLE,4.39,26603,4.42,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest  Interest Only,Fortnightly Monthly,,1,0,"$50,000.00","$1,000,000.00",FALSE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$1.00,$0,$0,Same business day,Internet,,$450.00,$0,$0,$0,$0,$75.00,
MOVE - People Driven Banking,Straightforward Home Loan,https://www.infochoice.com.au/home-loans/move-people-driven-banking/straightforward-home-loan-49942,VARIABLE,3.83,49942,3.86,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Fortnightly Monthly,,1,30,$1.00,"$5,000,000.00",FALSE,TRUE,$300.00,FALSE,FALSE,0%,TRUE,$1.00,"$100,000.00",$0,Same business day,Internet Phone,,$450.00,$0,$0,$0,$0,$0,
MOVE - People Driven Banking,Standard Variable Rate Investment Loan,https://www.infochoice.com.au/home-loans/move-people-driven-banking/standard-variable-rate-investment-loan-1729,VARIABLE,5.25,1729,5.28,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Fortnightly Monthly,,0,25,"$20,000.00","$10,000,000.00",FALSE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$1.00,$0,$0,24 Hours,Internet,,$450.00,$0,$0,$0,$0,$75.00,
MOVE - People Driven Banking,Standard Variable Rate Home Loan,https://www.infochoice.com.au/home-loans/move-people-driven-banking/standard-variable-rate-home-loan-1734,VARIABLE,4.85,1734,4.88,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Fortnightly,,0,25,"$20,000.00","$10,000,000.00",FALSE,FALSE,$0,TRUE,TRUE,0%,TRUE,"$1,000.00",$0,$25.00,24 Hours,,,$450.00,$0,$0,$0,$0,$75.00,
MOVE - People Driven Banking,Lockit Investment Home Loan ,https://www.infochoice.com.au/home-loans/move-people-driven-banking/lockit-investment-home-loan-50567,FIXED,4.19%,50567,5.11%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,3,$1.00,"$1,000,000.00",TRUE,TRUE,$300.00,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,,$450.00,$0,$0,$0,$0,$0,Varies
MOVE - People Driven Banking,Lockit Investment Home Loan ,https://www.infochoice.com.au/home-loans/move-people-driven-banking/lockit-investment-home-loan-50567,FIXED,4.24%,50567,5.00%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,3,$1.00,"$1,000,000.00",TRUE,TRUE,$300.00,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,,$450.00,$0,$0,$0,$0,$0,Varies
MOVE - People Driven Banking,Lockit Home Loan ,https://www.infochoice.com.au/home-loans/move-people-driven-banking/lockit-home-loan-41204,FIXED,3.79%,41204,4.81%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Fortnightly,,1,1,"$20,000.00","$1,000,000.00",FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,,$450.00,$0,$250.00,$100.00,$0,$0,
MOVE - People Driven Banking,Lockit Home Loan ,https://www.infochoice.com.au/home-loans/move-people-driven-banking/lockit-home-loan-41204,FIXED,3.84%,41204,4.70%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Fortnightly,,1,1,"$20,000.00","$1,000,000.00",FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,,$450.00,$0,$250.00,$100.00,$0,$0,
MOVE - People Driven Banking,Flexi Investment Credit,https://www.infochoice.com.au/home-loans/move-people-driven-banking/flexi-investment-credit-2207,VARIABLE,5.09,2207,,0,0,0,HomeEquity,ResidentialProperty,Investors,Principal & Interest,Fortnightly,,0,0,"$5,000.00","$10,000,000.00",FALSE,FALSE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,,,$450.00,$0,$0,$0,$0,$75.00,
MOVE - People Driven Banking,Flexi Home Credit,https://www.infochoice.com.au/home-loans/move-people-driven-banking/flexi-home-credit-2246,VARIABLE,4.69,2246,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Interest Only,Fortnightly,,0,0,"$5,000.00","$10,000,000.00",FALSE,FALSE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,ATM,,$450.00,$0,$0,$0,$0,$75.00,
MOVE - People Driven Banking,First Home Loan,https://www.infochoice.com.au/home-loans/move-people-driven-banking/first-home-loan-2236,VARIABLE,3.99,2236,4.02,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Fortnightly,,0,25,"$20,000.00","$10,000,000.00",FALSE,FALSE,$0,TRUE,TRUE,0%,TRUE,"$1,000.00",$0,$25.00,24 Hours,,,$450.00,$0,$0,$0,$0,$75.00,
MOVE - People Driven Banking,Economy Home Loan,https://www.infochoice.com.au/home-loans/move-people-driven-banking/economy-home-loan-1702,VARIABLE,3.99,1702,4.08,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Fortnightly,,3,0,"$50,000.00","$10,000,000.00",FALSE,FALSE,$0,TRUE,TRUE,0%,TRUE,"$1,000.00",$0,$25.00,24 Hours,,,$450.00,$0,$0,$0,$5.00,$75.00,
MOVE - People Driven Banking - Lockit 3 Year,Special Offer ,https://www.infochoice.com.au/home-loans/move-people-driven-banking/lockit--year-special-offer-51540,FIXED,3.69%,51540,3.96%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$2,000,000.00",FALSE,FALSE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,Internet,,$450.00,$0,$0,$0,$0,$0,
MyLife MyFinance,Investment Home Loan,https://www.infochoice.com.au/home-loans/mylife-myfinance/investment-home-loan-2171,VARIABLE,5.05,2171,5.1,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,0,20,"$20,000.00","$500,000.00",TRUE,FALSE,$0,TRUE,FALSE,0%,FALSE,$0,$0,$0,,,,$695.00,$0,$0,$0,$0,$0,No early termination fee.
MyLife MyFinance,Home/Equity Loan,https://www.infochoice.com.au/home-loans/mylife-myfinance/home/equity-loan-2170,VARIABLE,5.05,2170,5.1,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,0,20,"$20,000.00","$1,000,000.00",TRUE,FALSE,$0,TRUE,FALSE,0%,TRUE,$0,$0,$0,,,,$695.00,$0,$0,$0,$0,$0,No early termination fee.
MyRate.com.au - MyRate.com.au,Value Prime Variable,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-value-prime-variable-36840,VARIABLE,4.07,36840,4.19,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$500,000.00","$2,000,000.00",TRUE,TRUE,$250.00,FALSE,FALSE,0%,TRUE,$0,$0,$0,Same business day,ATM EFTPOS,,$0,$0,$0,$0,$120.00,$250.00,
MyRate.com.au - MyRate.com.au,Value Prime Combo Fixed Loan,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-value-prime-combo-fixed-loan-1696,FIXED,4.13%,1696,4.24%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$200,000.00","$2,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$0,"$20,000.00",$0,24 Hours,ATM EFTPOS,,$0,$0,$0,$0,$120.00,$250.00,
MyRate.com.au - MyRate.com.au,Value Prime Combo Fixed Loan,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-value-prime-combo-fixed-loan-1696,FIXED,3.93%,1696,4.20%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$200,000.00","$2,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$0,"$20,000.00",$0,24 Hours,ATM EFTPOS,,$0,$0,$0,$0,$120.00,$250.00,
MyRate.com.au - MyRate.com.au,Value Prime Combo Fixed Loan,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-value-prime-combo-fixed-loan-1696,FIXED,4.03%,1696,4.21%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$200,000.00","$2,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$0,"$20,000.00",$0,24 Hours,ATM EFTPOS,,$0,$0,$0,$0,$120.00,$250.00,
MyRate.com.au - MyRate.com.au,Value Prime Combo Fixed Loan,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-value-prime-combo-fixed-loan-1696,FIXED,4.58%,1696,4.39%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$200,000.00","$2,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$0,"$20,000.00",$0,24 Hours,ATM EFTPOS,,$0,$0,$0,$0,$120.00,$250.00,
MyRate.com.au - MyRate.com.au,Value Prime Combo Fixed Loan,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-value-prime-combo-fixed-loan-1696,FIXED,4.68%,1696,4.47%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$200,000.00","$2,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$0,"$20,000.00",$0,24 Hours,ATM EFTPOS,,$0,$0,$0,$0,$120.00,$250.00,
MyRate.com.au - MyRate.com.au,Classic Prime Combo Fixed Loans,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-classic-prime-combo-fixed-loans-2428,FIXED,4.23%,2428,4.22%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$200,000.00","$500,000.00",TRUE,FALSE,$250.00,FALSE,FALSE,0%,TRUE,$0,$0,$0,24 Hours,ATM EFTPOS,,$0,$0,$0,$0,$0,$250.00,
MyRate.com.au - MyRate.com.au,Classic Prime Combo Fixed Loans,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-classic-prime-combo-fixed-loans-2428,FIXED,4.03%,2428,4.19%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$200,000.00","$500,000.00",TRUE,FALSE,$250.00,FALSE,FALSE,0%,TRUE,$0,$0,$0,24 Hours,ATM EFTPOS,,$0,$0,$0,$0,$0,$250.00,
MyRate.com.au - MyRate.com.au,Classic Prime Combo Fixed Loans,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-classic-prime-combo-fixed-loans-2428,FIXED,4.13%,2428,4.20%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$200,000.00","$500,000.00",TRUE,FALSE,$250.00,FALSE,FALSE,0%,TRUE,$0,$0,$0,24 Hours,ATM EFTPOS,,$0,$0,$0,$0,$0,$250.00,
MyRate.com.au - MyRate.com.au,Classic Prime Combo Fixed Loans,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-classic-prime-combo-fixed-loans-2428,FIXED,4.68%,2428,4.38%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$200,000.00","$500,000.00",TRUE,FALSE,$250.00,FALSE,FALSE,0%,TRUE,$0,$0,$0,24 Hours,ATM EFTPOS,,$0,$0,$0,$0,$0,$250.00,
MyRate.com.au - MyRate.com.au,Classic Prime Combo Fixed Loans,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-classic-prime-combo-fixed-loans-2428,FIXED,4.78%,2428,4.45%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$200,000.00","$500,000.00",TRUE,FALSE,$250.00,FALSE,FALSE,0%,TRUE,$0,$0,$0,24 Hours,ATM EFTPOS,,$0,$0,$0,$0,$0,$250.00,
MyRate.com.au - MyRate.com.au - Offset Prime,Term Loan,https://www.infochoice.com.au/home-loans/myratecomau/myratecomau-offset-prime-term-loan-38627,VARIABLE,4.33,38627,4.33,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,"$150,000.00","$2,000,000.00",FALSE,FALSE,$0,TRUE,TRUE,0%,TRUE,"$20,000.00",$0,$0,,ATM Internet Phone BPay,,$0,$0,$0,$0,$0,$250.00,
MyState,Standard Variable Home Loan,https://www.infochoice.com.au/home-loans/mystate/standard-variable-home-loan-5570,VARIABLE,5.23,5570,5.3,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,5,30,"$30,000.00","$3,000,000.00",TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$500.00,$0,$20.00,,Branch,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Special Residential Investment Loan Offer (LVR = or <80%),https://www.infochoice.com.au/home-loans/mystate/special-residential-investment-loan-offer-40588,VARIABLE,4.49,40588,4.54,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,5,30,"$100,000.00","$3,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,,$300.00,$0,$0,$350.00,$0,$0,
MyState,Special Residential Home Loan Offer (LVR >90%),https://www.infochoice.com.au/home-loans/mystate/special-residential-home-loan-offer-21873,VARIABLE,4.86,21873,4.93,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,5,30,"$100,000.00","$3,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,Branch,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Special Residential Home Loan Offer (LVR >80% and = or <90%),https://www.infochoice.com.au/home-loans/mystate/special-residential-home-loan-offer-33506,VARIABLE,3.99,33506,4.04,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,5,30,"$100,000.00","$3,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$0,$0,$0,,Branch,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Special Residential Home Loan Offer (LVR = or <80%),https://www.infochoice.com.au/home-loans/mystate/special-residential-home-loan-offer-29639,VARIABLE,3.99,29639,4.04,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,5,30,"$100,000.00","$3,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,Branch,,$300.00,$0,$0,$350.00,$0,$0,
MyState,Fixed Rate Residential Investment Loan (LVR equal to or <80%),https://www.infochoice.com.au/home-loans/mystate/fixed-rate-residential-investment-loan-40584,FIXED,4.29%,40584,5.21%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$30,000.00","$1,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Fixed Rate Residential Investment Loan (LVR equal to or <80%),https://www.infochoice.com.au/home-loans/mystate/fixed-rate-residential-investment-loan-40584,FIXED,4.49%,40584,5.16%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$30,000.00","$1,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Fixed Rate Residential Investment Loan (LVR equal to or <80%),https://www.infochoice.com.au/home-loans/mystate/fixed-rate-residential-investment-loan-40584,FIXED,4.29%,40584,5.04%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$30,000.00","$1,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Fixed Rate Residential Investment Loan (LVR equal to or <80%),https://www.infochoice.com.au/home-loans/mystate/fixed-rate-residential-investment-loan-40584,FIXED,4.69%,40584,5.07%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$30,000.00","$1,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Fixed rate Home Loan (LVR equal to or <80%) Interest Only,https://www.infochoice.com.au/home-loans/mystate/fixed-rate-home-loan-interest-only-51338,FIXED,4.09%,51338,5.18%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,30,"$30,000.00","$1,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Fixed rate Home Loan (LVR equal to or <80%) Interest Only,https://www.infochoice.com.au/home-loans/mystate/fixed-rate-home-loan-interest-only-51338,FIXED,4.04%,51338,5.07%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,30,"$30,000.00","$1,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Fixed rate Home Loan (LVR equal to or <80%) Interest Only,https://www.infochoice.com.au/home-loans/mystate/fixed-rate-home-loan-interest-only-51338,FIXED,4.04%,51338,4.98%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,30,"$30,000.00","$1,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Fixed rate Home Loan (LVR equal to or <80%) Interest Only,https://www.infochoice.com.au/home-loans/mystate/fixed-rate-home-loan-interest-only-51338,FIXED,4.79%,51338,5.11%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,30,"$30,000.00","$1,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Fixed Rate Home Loan (LVR equal to or <80%),https://www.infochoice.com.au/home-loans/mystate/fixed-rate-home-loan-31620,FIXED,4.29%,31620,5.21%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$30,000.00","$1,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$600.00,$0,$0,$350.00,$0,$0,
MyState,Fixed Rate Home Loan (LVR equal to or <80%),https://www.infochoice.com.au/home-loans/mystate/fixed-rate-home-loan-31620,FIXED,3.99%,31620,5.07%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$30,000.00","$1,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$600.00,$0,$0,$350.00,$0,$0,
