firstdayeachmonth,is monetised,Annualised Monthly Ongoing Fee,Average Annual Fee,Rates Owner-occupied,Company Name + Variation Name,Loan 350k 5% Deposit,Loan 350k 10% Deposit,Loan 350k 30% Deposit ,Loan 350k 20% Deposit,LVR 05% Deposit,LVR 10% Deposit,LVR 30% Deposit,Loan Deposit Parameters,Rates Investor,Rate at 300k,LVR 20% Deposit,Rate at 500k,Rate at 350k,Rate at 750k,allowssplitloan,annualfees,applicationfee,applicationfees,collectiondate,companyname,comparisonrate,dischargefee,extrarepaymentsallowed,extrarepaymentsvalue,familyname,fixmonth,gotositeenabled,gotositeurl,hasfortnightlyrepayments,hasinterestonly,hasintroductoryrate,hasinvestmentpurpose,hasmonthlyrepayments,hasoffsetaccount,hasowneroccupiedpurpose,hasprincipalandinterest,hasredrawfacility,hasrepayholiday,hasweeklyrepayments,homeloantype,introductoryrate,introductoryterm,legalfee,maxloanterm,maxlvr,maxtotalloanamount,minloanterm,minlvr,minredrawamount,mintotalloanamount,monthlyfees,rate,revertrate,settlementfee,upfrontfee,valuationfee,variationname,variationuuid
False,0,,,3.99,"Greater Bank - Ultimate Fixed Home Loan 4 Years (New Customers) (NSW, ACT & QLD only)",,,3.99,3.99,,,3.99,3.99,,3.99,3.99,3.99,3.99,3.99,True,395,0,0,2/04/2018,Greater Bank,4.49,300,True,5% of original loan amount,Ultimate Loan,48,False,,True,False,False,False,True,False,True,True,True,False,True,FIXED,0,0,0,30,85,,0,,,150000,0,3.99,4.16,0,0,0,"Ultimate Fixed Home Loan 4 Years (New Customers) (NSW, ACT & QLD only)",2a645fba-7746-429a-8afa-c001bbffd5f4
False,0,,,3.99,"Greater Bank - Ultimate Fixed Home Loan 5 Years (New Customers) (NSW, ACT & QLD only)",,,3.99,3.99,,,3.99,3.99,,3.99,3.99,3.99,3.99,3.99,True,395,0,0,2/04/2018,Greater Bank,4.48,300,True,5% of original loan amount,Ultimate Loan,60,False,,True,False,False,False,True,False,True,True,True,False,True,FIXED,0,0,0,30,85,,0,,,150000,0,3.99,4.16,0,0,0,"Ultimate Fixed Home Loan 5 Years (New Customers) (NSW, ACT & QLD only)",2327c2f6-1e8c-4d8a-a6a5-11e463323be0
False,0,,,3.74,"Greater Bank - Ultimate Variable Home Loan (New Customers) (NSW, ACT & QLD only) ",,3.74,3.74,3.74,,3.74,3.74,3.74,,3.74,3.74,3.74,3.74,3.74,True,395,0,0,2/04/2018,Greater Bank,4.12,300,True,0,Ultimate Loan,,False,,True,False,False,False,True,True,True,True,True,False,True,VARIABLE,0,0,0,30,90,,0,,,150000,0,3.74,3.74,0,0,0,"Ultimate Variable Home Loan (New Customers) (NSW, ACT & QLD only) ",10ec54e9-a1b6-41ed-8a82-f21d7b65469d
False,0,,,3.69,"Greater Bank - Great Rate Fixed Home Loan 1 Year (New Customers) (NSW, ACT & QLD only) ",,,3.69,3.69,,,3.69,3.69,,3.69,3.69,3.69,3.69,3.69,True,0,0,0,2/04/2018,Greater Bank,4.3,300,True,5,Great Rate Loan,12,False,,True,False,False,False,True,False,True,True,True,False,True,FIXED,0,0,0,30,85,,0,,,150000,0,3.69,4.36,0,0,0,"Great Rate Fixed Home Loan 1 Year (New Customers) (NSW, ACT & QLD only) ",9afa0d3f-264f-4aa4-8e7f-27944e135203
False,0,,,3.79,"Greater Bank - Great Rate Fixed Home Loan 3 Years (New Customers) (NSW, ACT & QLD only) ",,,3.79,3.79,,,3.79,3.79,,3.79,3.79,3.79,3.79,3.79,True,0,0,0,2/04/2018,Greater Bank,4.21,300,True,5,Great Rate Loan,36,False,,True,False,False,False,True,False,True,True,True,False,True,FIXED,0,0,0,30,85,,0,,,150000,0,3.79,4.36,0,0,0,"Great Rate Fixed Home Loan 3 Years (New Customers) (NSW, ACT & QLD only) ",04c79855-8991-4e83-9a69-292641e2e722
False,0,,,3.74,"Greater Bank - Great Rate Variable Home Loan (New Customers) (NSW, ACT & QLD only)",,3.74,3.74,3.74,,3.74,3.74,3.74,,3.74,3.74,3.74,3.74,3.74,True,0,0,0,2/04/2018,Greater Bank,3.74,300,True,0,Great Rate Loan,,False,,True,False,False,False,True,False,True,True,True,False,True,VARIABLE,0,0,0,30,90,,0,,,150000,0,3.74,3.74,0,0,0,"Great Rate Variable Home Loan (New Customers) (NSW, ACT & QLD only)",4280ce88-ee57-422b-9fc7-1a7b860694e7
False,0,,,,"Greater Bank - Ultimate Fixed Investment Loan (Principal and Interest) 5 Years (NSW, ACT & QLD only)",,4.49,4.49,4.49,,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,True,395,0,0,2/04/2018,Greater Bank,4.84,300,True,0,Ultimate Loan,60,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,90,,0,,,40000,0,4.49,4.44,0,0,0,"Ultimate Fixed Investment Loan (Principal and Interest) 5 Years (NSW, ACT & QLD only)",8bc2bb91-ad1a-43c8-b1c8-5197d12d68b4
False,0,,,,"Greater Bank - Ultimate Fixed Investment Loan (Principal and Interest) 3 Years (NSW, ACT & QLD only)",,4.24,4.24,4.24,,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,True,395,0,0,2/04/2018,Greater Bank,4.77,300,True,0,Ultimate Loan,36,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,90,,0,,,40000,0,4.24,4.44,0,0,0,"Ultimate Fixed Investment Loan (Principal and Interest) 3 Years (NSW, ACT & QLD only)",f339844a-6dc1-4eb3-8342-e5874ff951a7
False,0,,,,"Greater Bank - Ultimate Fixed Investment Loan (Principal and Interest) 1 Year (NSW, ACT & QLD only)",,4.19,4.19,4.19,,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,True,395,0,0,2/04/2018,Greater Bank,4.8,300,True,0,Ultimate Loan,12,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,90,,0,,,40000,0,4.19,4.44,0,0,0,"Ultimate Fixed Investment Loan (Principal and Interest) 1 Year (NSW, ACT & QLD only)",50daa857-fc7d-41b9-9d41-26bde9e64f01
False,0,,,4.19,"Greater Bank - Ultimate Fixed Home Loan 4 Years (NSW, ACT & QLD only)",4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,,4.19,4.19,4.19,4.19,4.19,True,395,0,0,2/04/2018,Greater Bank,4.56,300,True,5,Ultimate Loan,48,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,0,30,95,,0,,,40000,0,4.19,4.16,0,0,0,"Ultimate Fixed Home Loan 4 Years (NSW, ACT & QLD only)",e335d8a5-fe40-4640-add8-f02a3616ef5e
False,0,,,3.69,"Greater Bank - Ultimate Fixed Home Loan 1 Year (NSW, ACT & QLD only)",3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,,3.69,3.69,3.69,3.69,3.69,True,395,0,0,2/04/2018,Greater Bank,4.51,300,True,5,Ultimate Loan,12,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,0,30,95,,0,,,40000,0,3.69,4.16,0,0,0,"Ultimate Fixed Home Loan 1 Year (NSW, ACT & QLD only)",add7d06f-b0c1-4246-bc5c-dae8dbeb3ec3
False,0,,,3.94,"Greater Bank - Ultimate Fixed Home Loan 3 Years (NSW, ACT & QLD only)",3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,,3.94,3.94,3.94,3.94,3.94,True,395,0,0,2/04/2018,Greater Bank,4.49,300,True,5,Ultimate Loan,36,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,0,30,95,,0,,,40000,0,3.94,4.16,0,0,0,"Ultimate Fixed Home Loan 3 Years (NSW, ACT & QLD only)",39e2c00b-47e7-4ff8-b171-7c7c1c5a60b5
False,0,,,,"Greater Bank - Great Rate Fixed Investment Loan (Principal and Interest) 5 Years (NSW, ACT & QLD only)",,4.64,,4.64,,4.64,,,4.64,4.64,4.64,4.64,4.64,4.64,True,0,0,0,2/04/2018,Greater Bank,4.64,300,True,5,Great Rate Loan,60,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,90,,0,80,,,0,4.64,4.64,0,0,0,"Great Rate Fixed Investment Loan (Principal and Interest) 5 Years (NSW, ACT & QLD only)",3d1fae5b-3222-440f-9dd4-af8b60866efb
False,0,,,,"Greater Bank - Great Rate Fixed Investment Loan (Principal and Interest) 1 Year (NSW, ACT & QLD only)",,4.34,,4.34,,4.34,,,4.34,4.34,4.34,4.34,4.34,4.34,True,0,0,0,2/04/2018,Greater Bank,4.61,300,True,5,Great Rate Loan,12,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,90,,0,80,,,0,4.34,4.64,0,0,0,"Great Rate Fixed Investment Loan (Principal and Interest) 1 Year (NSW, ACT & QLD only)",3d34ea9b-d3bc-4936-ac77-cec4c90b7b00
False,0,,,,"Greater Bank - Great Rate Fixed Investment Loan (Principal and Interest) 2 Years (NSW, ACT & QLD only)",,4.39,,4.39,,4.39,,,4.39,4.39,4.39,4.39,4.39,4.39,True,0,0,0,2/04/2018,Greater Bank,4.59,300,True,5,Great Rate Loan,24,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,90,,0,80,,,0,4.39,4.64,0,0,0,"Great Rate Fixed Investment Loan (Principal and Interest) 2 Years (NSW, ACT & QLD only)",5a2b1f7a-64ff-4420-8895-dea152191b3a
False,0,,,3.89,"Greater Bank - Great Rate Fixed Home Loan 1 Year (NSW, ACT & QLD only)",3.89,3.89,,3.89,3.89,3.89,,,,3.89,3.89,3.89,3.89,3.89,True,0,0,0,2/04/2018,Greater Bank,4.32,300,True,5,Great Rate Loan,12,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,0,30,95,,0,80,,,0,3.89,4.36,0,0,0,"Great Rate Fixed Home Loan 1 Year (NSW, ACT & QLD only)",6923eb75-d0eb-4611-93e5-f3b354c8c147
False,0,,,3.99,"Greater Bank - Great Rate Fixed Home Loan 3 Years (NSW, ACT & QLD only)",3.99,3.99,,3.99,3.99,3.99,,,,3.99,3.99,3.99,3.99,3.99,True,0,0,0,2/04/2018,Greater Bank,4.26,300,True,5,Great Rate Loan,36,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,0,30,95,,0,80,,,0,3.99,4.36,0,0,0,"Great Rate Fixed Home Loan 3 Years (NSW, ACT & QLD only)",708ba0f0-81b9-4932-b4d2-345011bb37a9
False,0,,,4.29,"Greater Bank - Great Rate Fixed Home Loan 5 Years (NSW, ACT & QLD only)",4.29,4.29,,4.29,4.29,4.29,,,,4.29,4.29,4.29,4.29,4.29,True,0,0,0,2/04/2018,Greater Bank,4.33,300,True,5,Great Rate Loan,60,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,0,30,95,,0,80,,,0,4.29,4.36,0,0,0,"Great Rate Fixed Home Loan 5 Years (NSW, ACT & QLD only)",67a5ea29-d7ca-4ad1-a4a3-0d685e1076c4
False,0,,,,SCU - Pro Pack Investment Loan (Principal and Interest),4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,True,0,200,200,2/04/2018,SCU,4.7,180,True,0,Pro Pack Loan,,False,,True,False,False,True,True,True,False,True,True,True,True,VARIABLE,0,0,0,30,95,5000000,1,,100,100000,0,4.65,4.65,0,200,0,Pro Pack Investment Loan (Principal and Interest),67e4a854-9665-4428-a2df-8d85ee7ccc13
False,0,,,4.40,SCU - Pro Pack Home Loan ($250k+),4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,,4.4,4.4,4.4,4.4,4.4,True,0,200,200,2/04/2018,SCU,4.45,180,True,0,Pro Pack Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,286,30,95,,1,,100,250000,0,4.40,4.4,0,695,209,Pro Pack Home Loan ($250k+),179cfd38-6f6e-42e9-8e14-fe83e1077460
False,0,,,4.07,SCU - My Life Variable Rate Package ($150k-$250k),,,,,4.07,4.07,4.07,,,,4.07,,,,True,350,0,0,2/04/2018,SCU,4.1,180,True,0,My Life Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,286,30,95,249999,1,,,150000,0,4.07,4.07,0,495,209,My Life Variable Rate Package ($150k-$250k),3044fd96-6fab-4c64-b0f8-7bc6d5343f54
False,0,,,3.97,SCU - My Life Variable Rate Package ($250k-$500k),3.97,3.97,3.97,3.97,3.97,3.97,3.97,,,3.97,3.97,,3.97,,True,350,0,0,2/04/2018,SCU,4,180,True,0,My Life Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,286,30,95,499999,1,,,250000,0,3.97,3.97,0,495,209,My Life Variable Rate Package ($250k-$500k),05f740a5-99ec-4695-b34d-eb5ccdaf394c
False,2,,,3.85,SCU - My Life Fixed Rate Package 3 Years,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,,3.85,3.85,3.85,3.85,3.85,True,350,0,0,2/04/2018,SCU,4.05,180,True,10000,My Life Loan,36,True,http://www.ratecity.com.au/home-loans/scu/my-life-residential-fixed-3-yrs-150k.basic?b_slug=scu,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,286,30,95,,1,,,150000,0,3.85,4.07,0,495,209,My Life Fixed Rate Package 3 Years,15383ba4-09bb-4c4c-ad04-285fac668b5b
False,0,,,4.59,SCU - My Life Fixed Rate Package 5 Years,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,,4.59,4.59,4.59,4.59,4.59,True,350,0,0,2/04/2018,SCU,4.46,180,True,10000,My Life Loan,60,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,286,30,95,,1,,,150000,0,4.59,4.07,0,495,209,My Life Fixed Rate Package 5 Years,cb7645b6-01d6-43ef-9478-4b52a81a032a
False,0,,,,SCU - Fixed Rate Investment Loan (Principal and Interest) 5 Years,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,True,0,200,200,2/04/2018,SCU,4.78,180,True,10000,Fixed Rate Loan,60,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,95,5000000,1,,100,100000,0,4.84,4.9,0,200,0,Fixed Rate Investment Loan (Principal and Interest) 5 Years,a56b8395-4075-4dd7-8574-b45d01eefa60
False,0,,,,SCU - Fixed Rate Investment Loan (Principal and Interest) 2 Years,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,True,0,200,200,2/04/2018,SCU,4.66,180,True,10000,Fixed Rate Loan,24,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,95,5000000,1,,100,100000,0,4.45,4.9,0,200,0,Fixed Rate Investment Loan (Principal and Interest) 2 Years,3d1fec94-cbab-4f19-8f7a-de14400dca7e
False,0,,,4.00,SCU - Fixed Rate Home Loan 3 Years,4,4,4,4,4,4,4,4,,4,4,4,4,4,True,0,200,200,2/04/2018,SCU,4.53,180,True,10000,Fixed Rate Loan,36,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,286,30,95,5000000,1,,,25000,0,4.00,4.65,0,695,209,Fixed Rate Home Loan 3 Years,ef4e2d59-9f27-4bfc-9933-0e0c9f13c458
False,0,,,4.54,SCU - Fixed Rate Home Loan 1 Year,4.54,4.54,4.54,4.54,4.54,4.54,4.54,4.54,,4.54,4.54,4.54,4.54,4.54,True,0,200,200,2/04/2018,SCU,4.92,180,True,10000,Fixed Rate Loan,12,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,286,30,95,5000000,1,,,25000,0,4.54,4.65,0,695,209,Fixed Rate Home Loan 1 Year,e3eb9ab0-8fad-4b4f-ac47-79ed93a82f00
False,2,,,3.77,SCU - Basic Variable Rate Home Loan,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,,3.77,3.77,3.77,3.77,3.77,True,0,200,200,2/04/2018,SCU,3.81,180,True,0,Basic Home Loan,,True,http://www.ratecity.com.au/home-loans/scu/basic-home-loan.basic?b_slug=scu,True,False,False,False,True,False,True,True,True,True,True,VARIABLE,0,0,286,30,95,5000000,1,,2000,150000,0,3.77,3.77,0,695,209,Basic Variable Rate Home Loan,66c12c16-e118-43b8-9213-f160a3ca7fd6
False,1,,,4.19,NAB - Choice Package Tailored Home Loan Fixed (Interest Only in Advance) 2 Years,,,4.19,4.19,,,4.19,4.19,,4.19,4.19,4.19,4.19,4.19,True,395,0,0,2/04/2018,NAB,5.06,350,True,20000,Choice Package Loan,24,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=304,False,True,False,False,True,False,True,False,False,True,False,FIXED,0,0,0,30,80,,1,,,150000,0,4.19,5.17,0,0,0,Choice Package Tailored Home Loan Fixed (Interest Only in Advance) 2 Years,93415b04-35b1-49f6-955d-1f04bae330bf
False,1,,,4.89,NAB - Choice Package Tailored Home Loan Fixed (Interest Only in Advance) 4 Years,,,4.89,4.89,,,4.89,4.89,,4.89,4.89,4.89,4.89,4.89,True,395,0,0,2/04/2018,NAB,5.16,350,True,20000,Choice Package Loan,48,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=304,False,True,False,False,True,False,True,False,False,True,False,FIXED,0,0,0,30,80,,1,,,150000,0,4.89,5.17,0,0,0,Choice Package Tailored Home Loan Fixed (Interest Only in Advance) 4 Years,3db01c95-1029-4c1a-892f-1b4ec62e42a1
False,0,,,4.39,NAB - Choice Package Tailored Home Loan Fixed (Interest Only in Advance) 1 Year,,,4.39,4.39,,,4.39,4.39,,4.39,4.39,4.39,4.39,4.39,True,395,0,0,2/04/2018,NAB,5.15,350,True,20000,Choice Package Loan,12,False,,False,True,False,False,True,False,True,False,False,True,False,FIXED,0,0,0,30,80,,1,,,150000,0,4.39,5.17,0,0,0,Choice Package Tailored Home Loan Fixed (Interest Only in Advance) 1 Year,50500a81-fc96-4dfd-a8a8-0e0032b92b4e
False,1,96,48,4.99,NAB - Tailored Home Loan Fixed (Interest Only in Advance) 4 Years,,,4.99,4.99,,,4.99,4.99,,4.99,4.99,4.99,4.99,4.99,True,0,600,600,2/04/2018,NAB,5.36,350,True,20000,Tailored Loan,48,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=306,False,True,False,False,True,False,True,False,False,True,False,FIXED,0,0,0,30,80,,1,,,20000,8,4.99,5.77,0,600,0,Tailored Home Loan Fixed (Interest Only in Advance) 4 Years,4b5502fd-8c50-42b0-9d46-ff61d55cdccf
False,0,96,48,4.29,NAB - Tailored Home Loan Fixed (Interest Only in Advance) 2 Years,,,4.29,4.29,,,4.29,4.29,,4.29,4.29,4.29,4.29,4.29,True,0,600,600,2/04/2018,NAB,5.34,350,True,20000,Tailored Loan,24,False,,False,True,False,False,True,False,True,False,False,True,False,FIXED,0,0,0,30,80,,1,,,20000,8,4.29,5.77,0,600,0,Tailored Home Loan Fixed (Interest Only in Advance) 2 Years,a4cdcd47-f953-4b36-8352-2ad68b54dc08
False,1,96,48,,NAB - Tailored Investment Loan Fixed (Interest Only in Advance) 1 Year,,,4.49,4.49,,,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,True,0,600,600,2/04/2018,NAB,5.96,350,True,20000,Tailored Loan,12,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=306,False,True,False,True,True,False,False,False,False,True,False,FIXED,0,0,0,30,80,,1,,,20000,8,4.49,6.25,0,600,0,Tailored Investment Loan Fixed (Interest Only in Advance) 1 Year,bd027eaa-31da-4d71-9519-053712c62149
False,1,96,48,,NAB - Tailored Investment Loan Fixed (Interest Only in Advance) 2 Years,,,4.19,4.19,,,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,True,0,600,600,2/04/2018,NAB,5.76,350,True,20000,Tailored Loan,24,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=306,False,True,False,True,True,False,False,False,False,True,False,FIXED,0,0,0,30,80,,1,,,20000,8,4.19,6.25,0,600,0,Tailored Investment Loan Fixed (Interest Only in Advance) 2 Years,9fd2f087-05bd-40b0-abbb-5849604b9eb3
False,1,96,48,,NAB - Tailored Investment Loan Fixed (Interest Only in Advance) 3 Years,,,4.19,4.19,,,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,True,0,600,600,2/04/2018,NAB,5.6,350,True,20000,Tailored Loan,36,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=306,False,True,False,True,True,False,False,False,False,True,False,FIXED,0,0,0,30,80,,1,,,20000,8,4.19,6.25,0,600,0,Tailored Investment Loan Fixed (Interest Only in Advance) 3 Years,03254806-c408-47c0-952a-2639973fb866
False,0,,,,NAB - Choice Package Tailored Investment Loan Fixed (Interest Only in Advance) 4 Years,,,4.89,4.89,,,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,True,395,0,0,2/04/2018,NAB,5.53,350,True,20000,Choice Package Loan,48,False,,True,True,False,True,True,False,False,False,False,True,True,FIXED,0,0,0,30,80,,1,,,20000,0,4.89,5.65,0,0,0,Choice Package Tailored Investment Loan Fixed (Interest Only in Advance) 4 Years,6b8f7b0e-5446-4757-ab12-777138ed8631
False,0,,,,NAB - Choice Package Tailored Investment Loan Fixed (Interest Only in Advance) 1 Year,,,4.39,4.39,,,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,True,395,0,0,2/04/2018,NAB,5.63,350,True,20000,Choice Package Loan,12,False,,True,True,False,True,True,False,False,False,False,True,True,FIXED,0,0,0,30,80,,1,,,20000,0,4.39,5.65,0,0,0,Choice Package Tailored Investment Loan Fixed (Interest Only in Advance) 1 Year,239091a8-c966-42bc-89f2-74aee95d3625
False,1,,,,NAB - Base Variable Investment Loan (Principal and Interest),,4.65,4.65,4.65,,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,True,0,600,600,2/04/2018,NAB,4.69,350,True,0,Base Variable Loan,,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=300,True,False,False,True,True,False,False,True,True,True,True,VARIABLE,0,0,0,30,90,,1,,500,20000,0,4.65,4.65,0,600,0,Base Variable Investment Loan (Principal and Interest),c91d70f9-795b-43b2-8424-2701cb9f208e
False,1,96,48,,NAB - Tailored Investment Loan Fixed (Principal and Interest) 2 Years,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,True,0,600,600,2/04/2018,NAB,5.62,350,True,20000,Tailored Loan,24,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=306,True,False,False,True,True,False,False,True,False,True,True,FIXED,0,0,0,30,95,,1,,,20000,8,4.19,5.8,0,600,0,Tailored Investment Loan Fixed (Principal and Interest) 2 Years,ada394bf-f0a9-42f9-a9e4-3cdb63798ca1
False,1,96,48,,NAB - Tailored Investment Loan Fixed (Principal and Interest) 1 Year,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,True,0,600,600,2/04/2018,NAB,5.79,350,True,20000,Tailored Loan,12,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=306,True,False,False,True,True,False,False,True,False,True,True,FIXED,0,0,0,30,95,,1,,,20000,8,4.39,5.8,0,600,0,Tailored Investment Loan Fixed (Principal and Interest) 1 Year,3bd85cad-7617-4152-b3f1-994e8dfb1b11
False,1,96,48,,NAB - Tailored Investment Loan Fixed (Principal and Interest) 4 Years,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,True,0,600,600,2/04/2018,NAB,5.61,350,True,20000,Tailored Loan,48,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=306,True,False,False,True,True,False,False,True,False,True,True,FIXED,0,0,0,30,95,,1,,,20000,8,4.89,5.8,0,600,0,Tailored Investment Loan Fixed (Principal and Interest) 4 Years,90370080-65a3-4951-854f-42a988253a12
False,1,96,48,,NAB - Tailored Investment Loan Fixed (Interest Only in Arrears) 5 Years,,,5.09,5.09,,,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,True,0,600,600,2/04/2018,NAB,5.63,350,True,20000,Tailored Loan,60,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=306,False,True,False,True,True,False,False,False,False,True,False,FIXED,0,0,0,30,80,,1,,,20000,8,5.09,6.25,0,600,0,Tailored Investment Loan Fixed (Interest Only in Arrears) 5 Years,de4b2f60-41f2-4706-a7f8-6d4b5e0ec05f
False,0,96,48,,NAB - Tailored Investment Loan Fixed (Interest Only in Arrears) 2 Years,,,4.29,4.29,,,4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.29,True,0,600,600,2/04/2018,NAB,5.75,350,True,20000,Tailored Loan,24,False,,False,True,False,True,True,False,False,False,False,True,False,FIXED,0,0,0,30,80,,1,,,20000,8,4.29,6.25,0,600,0,Tailored Investment Loan Fixed (Interest Only in Arrears) 2 Years,3b5560b6-fe2d-4cda-896a-6e1a8c1499a3
False,1,96,48,,NAB - Tailored Investment Loan (Principal and Interest),5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.80,5.8,5.8,5.8,5.8,5.8,True,0,600,600,2/04/2018,NAB,5.93,350,True,0,Tailored Loan,,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=298,True,False,False,True,True,True,False,True,True,True,True,VARIABLE,0,0,0,30,95,,1,,500,20000,8,5.80,5.8,0,600,0,Tailored Investment Loan (Principal and Interest),bccb66cc-7855-4960-947a-f3605c605988
False,1,96,48,4.19,NAB - Tailored Home Loan Fixed (Principal and Interest) 5 Years,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,,4.19,4.19,4.19,4.19,4.19,True,0,600,600,2/04/2018,NAB,4.93,350,True,20000,Tailored Loan,60,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=306,True,False,False,False,True,False,True,True,False,True,True,FIXED,0,0,0,30,95,,1,,,20000,8,4.19,5.24,0,600,0,Tailored Home Loan Fixed (Principal and Interest) 5 Years,3c26565f-fcba-4aad-98ed-b463cb4f0b0f
False,1,96,48,4.69,NAB - Tailored Home Loan Fixed (Principal and Interest) 4 Years,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,,4.69,4.69,4.69,4.69,4.69,True,0,600,600,2/04/2018,NAB,5.18,350,True,20000,Tailored Loan,48,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=306,True,False,False,False,True,False,True,True,False,True,True,FIXED,0,0,0,30,95,,1,,,20000,8,4.69,5.24,0,600,0,Tailored Home Loan Fixed (Principal and Interest) 4 Years,5969b9de-f0b2-46ee-adbd-cdc51b86b5b5
False,1,96,48,3.99,NAB - Tailored Home Loan Fixed (Principal and Interest) 1 Year,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,,3.99,3.99,3.99,3.99,3.99,True,0,600,600,2/04/2018,NAB,5.25,350,True,20000,Tailored Loan,12,True,http://connect.go2cloud.org/aff_c?offer_id=90&aff_id=62&url_id=306,True,False,False,False,True,False,True,True,False,True,True,FIXED,0,0,0,30,95,,1,,,20000,8,3.99,5.24,0,600,0,Tailored Home Loan Fixed (Principal and Interest) 1 Year,7efdbc22-75f8-42a5-9ccf-7597af634a8b
